ID,DUR_Aulaweb,DUR_Blank,DUR_Deeds,DUR_Diagram,DUR_Other,DUR_Properties,DUR_Study,DUR_TextEditor,KS_Aulaweb,KS_Blank,KS_Deeds,KS_Diagram,KS_Other,KS_Properties,KS_Study,KS_TextEditor,MCL_Aulaweb,MCL_Blank,MCL_Deeds,MCL_Diagram,MCL_Other,MCL_Properties,MCL_Study,MCL_TextEditor,MCR_Blank,MCR_Deeds,MCR_Diagram,MCR_Other,MCR_Study,MCR_TextEditor,MM_Aulaweb,MM_Blank,MM_Deeds,MM_Diagram,MM_Other,MM_Properties,MM_Study,MM_TextEditor,MW_Aulaweb,MW_Blank,MW_Deeds,MW_Diagram,MW_Other,MW_Properties,MW_Study,MW_TextEditor
11,2579621.0,1606.0,2425830.0,9041662.0,79936.0,0.0,11484575.0,20502113.0,0.0,10.0,14.0,0.0,92.0,0.0,0.0,1873.0,22.0,70.0,657.0,271.0,152.0,13.0,168.0,695.0,30.0,118.0,4.0,4.0,0.0,8.0,2477.0,5257.0,44097.0,30914.0,11945.0,511.0,40081.0,77375.0,41.0,0.0,4.0,45.0,6.0,0.0,68.0,730.0
12,5162.0,1953536.0,19261245.0,4040730.0,28829.0,46.0,27902898.0,416915685.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2771.0,19.0,60.0,748.0,196.0,134.0,8.0,155.0,454.0,16.0,82.0,0.0,0.0,0.0,6.0,522.0,1761.0,18170.0,5976.0,2140.0,141.0,5695.0,20303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,95.0,15968.0,8985296.0,22453983.0,2286.0,21785.0,40592871.0,376475593.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,3783.0,17.0,71.0,814.0,481.0,43.0,66.0,133.0,329.0,6.0,104.0,14.0,0.0,0.0,0.0,1194.0,3932.0,50351.0,51253.0,2653.0,2586.0,13788.0,41477.0,0.0,0.0,22.0,0.0,10.0,68.0,296.0,1285.0
14,0.0,312.0,12493335.0,11247770.0,184281.0,344.0,3493590.0,270422372.0,0.0,0.0,72.0,0.0,30.0,0.0,0.0,2534.0,0.0,12.0,577.0,181.0,118.0,12.0,52.0,483.0,2.0,78.0,2.0,2.0,0.0,2.0,0.0,386.0,33392.0,11485.0,4296.0,521.0,6601.0,36517.0,0.0,0.0,57.0,77.0,19.0,0.0,48.0,467.0
15,261032.0,882073.0,11621628.0,320488.0,1553869.0,144.0,4601792.0,58595513.0,0.0,12.0,32.0,0.0,84.0,0.0,0.0,2116.0,36.0,215.0,596.0,122.0,93.0,32.0,144.0,521.0,2.0,66.0,0.0,0.0,0.0,0.0,1797.0,11338.0,27378.0,9673.0,8332.0,1402.0,11499.0,40617.0,0.0,1.0,0.0,40.0,99.0,0.0,136.0,1196.0
16,3594.0,9875.0,5914454.0,3382581.0,825615.0,2766.0,9948537.0,52088781.0,0.0,0.0,124.0,0.0,48.0,0.0,2.0,3287.0,16.0,17.0,455.0,340.0,211.0,39.0,134.0,678.0,0.0,54.0,0.0,6.0,0.0,0.0,397.0,355.0,14570.0,9470.0,4836.0,859.0,5950.0,29746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,18985.0,1909915.0,12181200.0,101581547.0,1210450.0,3614.0,17931470.0,225654466.0,0.0,2.0,22.0,6.0,0.0,0.0,0.0,4683.0,34.0,85.0,839.0,291.0,51.0,15.0,176.0,631.0,26.0,102.0,0.0,0.0,0.0,6.0,1344.0,11920.0,39212.0,27362.0,4133.0,514.0,20308.0,46437.0,0.0,3.0,21.0,52.0,12.0,0.0,319.0,1147.0
18,4191.0,4947426.0,14399964.0,2127849.0,13006.0,3672.0,998301.0,128234825.0,0.0,39.0,35.0,0.0,1.0,0.0,0.0,3064.0,28.0,78.0,573.0,186.0,87.0,10.0,75.0,397.0,0.0,108.0,0.0,12.0,0.0,32.0,2055.0,6189.0,33480.0,16031.0,6060.0,461.0,8574.0,46139.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1236.0
19,0.0,12577.0,22031451.0,16654110.0,1039887.0,92282.0,0.0,141746873.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,2962.0,0.0,20.0,996.0,804.0,137.0,53.0,0.0,1042.0,0.0,134.0,2.0,0.0,0.0,0.0,0.0,197.0,25414.0,28178.0,2872.0,1588.0,0.0,33251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,47.0,8064.0,32910379.0,10546942.0,52537.0,95596.0,3101310.0,23312451.0,0.0,1.0,247.0,14.0,91.0,0.0,142.0,2074.0,11.0,131.0,1850.0,957.0,629.0,155.0,237.0,1037.0,4.0,34.0,46.0,18.0,4.0,2.0,627.0,4532.0,79021.0,57164.0,22647.0,5108.0,26911.0,79442.0,0.0,0.0,38.0,1.0,8.0,0.0,74.0,792.0
22,250438.0,249720.0,17550649.0,28841055.0,69390.0,50.0,4594559.0,196045334.0,2.0,1.0,51.0,0.0,64.0,0.0,0.0,3336.0,36.0,160.0,1735.0,528.0,120.0,39.0,148.0,428.0,2.0,120.0,28.0,12.0,2.0,0.0,1117.0,2969.0,20772.0,15830.0,3060.0,722.0,4324.0,10011.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,734.0
23,277813.0,113119.0,25438753.0,19850765.0,5801121.0,7499.0,935942.0,108859945.0,0.0,1.0,165.0,2.0,94.0,0.0,2.0,1615.0,17.0,85.0,810.0,159.0,92.0,11.0,169.0,326.0,4.0,126.0,4.0,11.0,4.0,2.0,1437.0,2764.0,50911.0,9497.0,4514.0,346.0,9813.0,24603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1349.0,55692.0,58437194.0,3603114.0,4851808.0,22353.0,16935187.0,242556967.0,0.0,0.0,48.0,0.0,84.0,0.0,0.0,2717.0,23.0,132.0,801.0,197.0,59.0,18.0,159.0,594.0,26.0,132.0,0.0,2.0,0.0,4.0,1715.0,8259.0,66297.0,15083.0,4609.0,1161.0,24908.0,70438.0,0.0,0.0,4.0,4.0,0.0,14.0,90.0,903.0
27,37136.0,237319.0,12333508.0,24193201.0,149833.0,6389.0,43201468.0,73434185.0,0.0,1.0,467.0,72.0,131.0,3.0,4.0,1971.0,44.0,109.0,996.0,330.0,212.0,30.0,124.0,411.0,0.0,24.0,0.0,4.0,0.0,0.0,2202.0,3650.0,29880.0,25531.0,7411.0,1093.0,8831.0,21110.0,371.0,0.0,0.0,400.0,86.0,0.0,2143.0,1733.0
28,-47244639571.0,-60129523779.0,-51913252129209.0,-3599179610281.0,-287762642446.0,-4294967217.0,-8272100192851.0,-361678980843590.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,2537.0,30.0,73.0,509.0,195.0,98.0,18.0,109.0,340.0,12.0,88.0,2.0,0.0,0.0,4.0,1604.0,3613.0,31200.0,9898.0,4254.0,648.0,11001.0,37785.0,0.0,0.0,6.0,0.0,0.0,0.0,38.0,1265.0
29,7823.0,10904.0,2026595.0,10420834.0,24828.0,1298.0,4866634.0,25301134.0,9.0,2.0,0.0,0.0,97.0,0.0,0.0,2576.0,67.0,82.0,728.0,545.0,155.0,31.0,281.0,779.0,0.0,104.0,22.0,6.0,0.0,30.0,4518.0,4352.0,42815.0,48198.0,9572.0,1073.0,32635.0,70007.0,37.0,0.0,58.0,43.0,74.0,0.0,242.0,1734.0
30,7314685.0,1249.0,18631699.0,4457079.0,3143660.0,1016.0,4489332.0,37124712.0,4.0,0.0,376.0,0.0,112.0,0.0,18.0,2729.0,121.0,44.0,1725.0,275.0,276.0,16.0,139.0,928.0,1.0,6.0,4.0,21.0,2.0,34.0,5926.0,1163.0,47645.0,11904.0,12524.0,423.0,7648.0,34651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,11145.0,47624.0,1842964.0,7008813.0,6963.0,29113.0,16996411.0,35668965.0,114.0,0.0,0.0,11.0,4.0,0.0,131.0,2437.0,25.0,112.0,651.0,563.0,86.0,21.0,125.0,769.0,0.0,160.0,8.0,4.0,0.0,36.0,631.0,2760.0,19276.0,8540.0,1762.0,586.0,4214.0,21203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1033.0,22115.0,5889632.0,120832443.0,274245.0,32.0,1942455.0,241561332.0,0.0,0.0,28.0,0.0,54.0,0.0,0.0,6497.0,31.0,155.0,1106.0,821.0,255.0,6.0,216.0,897.0,2.0,88.0,18.0,21.0,0.0,0.0,1584.0,5972.0,35757.0,31343.0,10372.0,334.0,12039.0,50884.0,0.0,0.0,4.0,37.0,0.0,0.0,138.0,1878.0
34,1615.0,1452.0,9220725.0,8664145.0,7645.0,1688.0,8321307.0,756123517.0,0.0,0.0,53.0,5.0,0.0,0.0,0.0,1621.0,21.0,28.0,540.0,304.0,32.0,26.0,101.0,814.0,0.0,112.0,11.0,0.0,0.0,1.0,1423.0,1500.0,29223.0,22540.0,1130.0,1340.0,12530.0,54004.0,0.0,0.0,0.0,11.0,0.0,5.0,107.0,375.0
35,1170.0,70006.0,81319469.0,5899880.0,36337.0,233.0,18142356.0,475660848.0,0.0,8.0,4.0,0.0,22.0,0.0,64.0,3060.0,33.0,100.0,1796.0,201.0,122.0,45.0,203.0,710.0,13.0,131.0,4.0,8.0,4.0,6.0,1255.0,2657.0,33979.0,10461.0,3825.0,1031.0,14530.0,49157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,16.0,28932210.0,7679695.0,119981.0,156.0,9147912.0,232402389.0,0.0,0.0,231.0,14.0,16.0,9.0,0.0,3486.0,2.0,16.0,468.0,351.0,54.0,7.0,98.0,411.0,2.0,88.0,4.0,0.0,0.0,0.0,165.0,1093.0,27415.0,31649.0,2779.0,744.0,23340.0,42881.0,1.0,0.0,29.0,23.0,0.0,0.0,86.0,339.0
37,4459.0,3972347.0,42402416.0,1590765.0,1658271.0,5463731.0,5291430.0,115613897.0,4.0,6.0,6.0,0.0,36.0,2.0,6.0,4125.0,35.0,143.0,1001.0,259.0,67.0,103.0,193.0,634.0,47.0,136.0,4.0,0.0,0.0,7.0,1729.0,13438.0,74542.0,26745.0,5896.0,4269.0,24988.0,83595.0,0.0,0.0,12.0,1.0,11.0,41.0,151.0,1263.0
38,256079.0,125895.0,16727721.0,3193388.0,1557020.0,0.0,14325403.0,63283999.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1783.0,14.0,11.0,0.0,0.0,33.0,0.0,15.0,54.0,6.0,0.0,0.0,2.0,0.0,2.0,2779.0,726.0,0.0,0.0,3337.0,0.0,2460.0,5080.0,20.0,0.0,0.0,0.0,7.0,0.0,15.0,8.0
39,1902.0,19358.0,17514991.0,50017060.0,442094.0,2856.0,6279184.0,97825777.0,0.0,5.0,4.0,10.0,100.0,0.0,0.0,3706.0,30.0,85.0,2175.0,646.0,154.0,40.0,98.0,788.0,2.0,90.0,76.0,14.0,0.0,2.0,1307.0,4660.0,44288.0,42791.0,7522.0,1491.0,14351.0,46562.0,0.0,4.0,30.0,33.0,1.0,0.0,106.0,752.0
40,814916.0,3111.0,59133633.0,3940595.0,626045.0,988.0,26203976.0,54330778.0,0.0,0.0,98.0,0.0,436.0,0.0,32.0,1949.0,38.0,109.0,1371.0,275.0,184.0,5.0,261.0,419.0,2.0,106.0,0.0,0.0,0.0,0.0,1883.0,2525.0,41462.0,16589.0,7590.0,286.0,13332.0,20308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.0
41,54952.0,2127014.0,10029666.0,6648720.0,5367629.0,0.0,6276897.0,49765510.0,0.0,0.0,31.0,0.0,76.0,0.0,0.0,3056.0,36.0,88.0,1104.0,159.0,84.0,7.0,125.0,485.0,2.0,92.0,8.0,0.0,0.0,0.0,2086.0,3158.0,28709.0,9256.0,3750.0,202.0,6854.0,26951.0,174.0,0.0,0.0,1.0,0.0,0.0,109.0,505.0
42,24036.0,4693.0,23587671.0,108898755.0,21193.0,1067.0,57002553.0,175024087.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3018.0,37.0,67.0,1350.0,899.0,27.0,36.0,173.0,375.0,0.0,104.0,14.0,0.0,0.0,4.0,874.0,1652.0,25216.0,23794.0,1631.0,1011.0,10118.0,14142.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,1157.0
44,4800.0,15.0,8228894.0,51408851.0,63139.0,4541.0,44554279.0,12989590.0,0.0,4.0,244.0,18.0,79.0,0.0,503.0,3753.0,44.0,79.0,711.0,723.0,205.0,27.0,1729.0,626.0,4.0,8.0,8.0,2.0,0.0,0.0,8538.0,10710.0,102939.0,152703.0,28449.0,3279.0,106391.0,103547.0,2.0,5.0,21.0,1.0,20.0,0.0,983.0,1090.0
45,85624.0,29868.0,36146321.0,30054985.0,961436.0,4589.0,6033294.0,96476741.0,0.0,0.0,153.0,0.0,224.0,0.0,18.0,2049.0,38.0,41.0,1222.0,354.0,66.0,17.0,533.0,676.0,0.0,104.0,0.0,0.0,0.0,2.0,2910.0,1531.0,49773.0,17053.0,3999.0,639.0,11719.0,25517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,323072.0,1370.0,17248408.0,46839898.0,7244744066.0,23586.0,335588878.0,214166688.0,0.0,0.0,179.0,151.0,0.0,0.0,177.0,1173.0,29.0,33.0,1827.0,438.0,164.0,23.0,314.0,601.0,0.0,154.0,26.0,0.0,2.0,24.0,6667.0,2865.0,123382.0,56809.0,21429.0,2891.0,65518.0,94490.0,37.0,0.0,5.0,25.0,0.0,6.0,94.0,635.0
48,0.0,2546767.0,32982405.0,12807229.0,813579.0,579.0,60437102.0,87378603.0,0.0,0.0,182.0,0.0,133.0,0.0,0.0,2770.0,0.0,64.0,848.0,423.0,214.0,2.0,154.0,333.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,4102.0,42509.0,13943.0,12568.0,572.0,27869.0,33691.0,0.0,0.0,11.0,0.0,25.0,0.0,379.0,823.0
49,1423294.0,109587.0,3230977.0,12020729.0,371396.0,0.0,5861572.0,46429270.0,0.0,12.0,242.0,21.0,252.0,0.0,6.0,1795.0,62.0,172.0,1035.0,222.0,227.0,29.0,237.0,823.0,2.0,110.0,0.0,4.0,0.0,4.0,2968.0,8927.0,39321.0,18329.0,17092.0,975.0,22060.0,50492.0,2.0,5.0,0.0,10.0,220.0,0.0,97.0,885.0
50,619951.0,38968.0,163196826.0,26288147.0,226308.0,1930.0,31071794.0,726582062.0,0.0,0.0,0.0,29.0,217.0,0.0,0.0,3040.0,15.0,7.0,1736.0,471.0,69.0,31.0,142.0,438.0,0.0,100.0,18.0,4.0,0.0,2.0,699.0,273.0,29950.0,15119.0,1811.0,791.0,5597.0,17085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,6814.0,19704.0,8436819.0,2762460.0,438345.0,47.0,5979346.0,40910306.0,0.0,0.0,58.0,22.0,16.0,0.0,214.0,4127.0,61.0,103.0,1187.0,240.0,175.0,10.0,250.0,374.0,0.0,142.0,0.0,4.0,0.0,0.0,1910.0,2665.0,26441.0,11076.0,4677.0,261.0,10440.0,17384.0,0.0,0.0,73.0,0.0,0.0,0.0,2.0,64.0
52,0.0,1713.0,804325.0,2075906.0,8314.0,0.0,231366.0,10899525.0,0.0,5.0,109.0,20.0,32.0,0.0,0.0,3473.0,0.0,91.0,575.0,470.0,72.0,20.0,109.0,235.0,2.0,102.0,6.0,16.0,0.0,0.0,0.0,4089.0,27129.0,33635.0,4259.0,707.0,11485.0,24839.0,0.0,4.0,21.0,0.0,0.0,0.0,73.0,618.0
53,8172.0,143289.0,6348984.0,2029739.0,18198.0,1233.0,10772172.0,28151755.0,2.0,10.0,96.0,2.0,16.0,0.0,0.0,1856.0,18.0,187.0,1106.0,205.0,107.0,26.0,117.0,714.0,2.0,100.0,0.0,0.0,0.0,0.0,2718.0,12335.0,62536.0,18888.0,7176.0,1585.0,34108.0,72193.0,17.0,10.0,15.0,68.0,11.0,0.0,178.0,725.0
54,97254.0,15465.0,5735644.0,6587298.0,23289.0,126.0,8367929.0,486504253.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1445.0,23.0,32.0,426.0,260.0,44.0,12.0,99.0,685.0,29.0,94.0,0.0,0.0,0.0,3.0,3381.0,2719.0,37388.0,17352.0,3936.0,545.0,13336.0,63126.0,0.0,0.0,0.0,29.0,2.0,0.0,134.0,755.0
55,1839.0,935739.0,3155595.0,5269816.0,1934.0,15.0,3577080.0,273096854.0,0.0,4.0,122.0,0.0,4.0,0.0,0.0,2159.0,20.0,144.0,610.0,147.0,53.0,13.0,70.0,968.0,33.0,0.0,0.0,0.0,2.0,7.0,1025.0,9513.0,43425.0,13642.0,3654.0,638.0,7286.0,94197.0,27.0,4.0,0.0,1.0,0.0,0.0,49.0,1596.0
56,1248.0,481160.0,4396878.0,64322237.0,35949.0,372.0,249999013.0,69695978.0,0.0,0.0,22.0,2.0,32.0,0.0,29.0,1778.0,47.0,254.0,619.0,485.0,141.0,28.0,201.0,355.0,0.0,94.0,12.0,0.0,0.0,0.0,1356.0,9616.0,23117.0,23258.0,4268.0,690.0,11793.0,17259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2353.0,38583.0,16159680.0,273714206.0,56063.0,2483.0,36023135.0,67083974.0,0.0,0.0,10.0,32.0,22.0,0.0,0.0,1222.0,29.0,89.0,815.0,523.0,89.0,17.0,129.0,732.0,0.0,76.0,10.0,4.0,0.0,0.0,1766.0,2395.0,29523.0,25544.0,2767.0,543.0,8722.0,29886.0,0.0,3.0,21.0,56.0,0.0,0.0,281.0,462.0
60,16233.0,27081.0,5972483.0,37661041.0,2314526.0,966.0,5737758.0,392490173.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,3026.0,56.0,192.0,1001.0,848.0,334.0,24.0,232.0,1083.0,0.0,118.0,16.0,10.0,0.0,34.0,4665.0,8743.0,62201.0,38436.0,23318.0,1295.0,21248.0,84881.0,57.0,22.0,27.0,38.0,87.0,0.0,462.0,2416.0
61,3468.0,506167.0,54907085.0,11685557.0,42969.0,3610.0,25565531.0,217220742.0,0.0,0.0,43.0,0.0,4.0,0.0,360.0,4335.0,14.0,99.0,1670.0,212.0,58.0,36.0,309.0,649.0,10.0,94.0,0.0,0.0,2.0,2.0,1009.0,4845.0,51082.0,12613.0,2122.0,1475.0,26754.0,47728.0,0.0,0.0,22.0,0.0,37.0,0.0,1.0,0.0
63,596.0,1425.0,24283018.0,11489760.0,386919.0,31.0,10906019.0,120491526.0,0.0,0.0,38.0,70.0,0.0,0.0,0.0,3369.0,25.0,122.0,1357.0,474.0,38.0,7.0,161.0,479.0,0.0,92.0,0.0,0.0,0.0,0.0,1060.0,3426.0,29920.0,12683.0,1431.0,374.0,7924.0,26413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,22850.0,597644.0,20622497.0,21718670.0,375026.0,390583.0,17305597.0,546975587.0,0.0,0.0,0.0,10.0,66.0,0.0,0.0,3554.0,19.0,52.0,665.0,340.0,80.0,31.0,188.0,361.0,2.0,100.0,22.0,0.0,0.0,0.0,1096.0,1749.0,25121.0,13927.0,3334.0,893.0,5292.0,15559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,1740711.0,49700361.0,72688828.0,4899028.0,5869.0,10973457.0,140598220.0,0.0,0.0,171.0,0.0,537.0,0.0,0.0,3931.0,0.0,98.0,1181.0,308.0,542.0,10.0,110.0,689.0,0.0,0.0,0.0,30.0,0.0,34.0,0.0,4618.0,49618.0,24321.0,20205.0,703.0,20923.0,56822.0,0.0,7.0,22.0,29.0,27.0,0.0,76.0,753.0
66,16679.0,30350.0,4414340.0,3194278.0,2132872.0,155.0,32059595.0,125715353.0,42.0,0.0,22.0,52.0,269.0,4.0,30.0,2708.0,44.0,53.0,680.0,75.0,161.0,5.0,85.0,499.0,3.0,50.0,0.0,0.0,0.0,3.0,1910.0,2184.0,12316.0,3546.0,4869.0,118.0,5111.0,18409.0,78.0,0.0,59.0,0.0,255.0,0.0,256.0,782.0
67,65486.0,14763.0,11511845.0,20515612.0,24167098.0,6547.0,27020915.0,25091489.0,62.0,0.0,85.0,0.0,344.0,0.0,2.0,2355.0,107.0,89.0,1704.0,619.0,407.0,46.0,171.0,1099.0,2.0,194.0,28.0,30.0,0.0,6.0,8586.0,6420.0,88878.0,56560.0,42317.0,4311.0,21709.0,84931.0,95.0,0.0,8.0,11.0,869.0,0.0,210.0,2185.0
68,54788.0,17420.0,6559269.0,26763748.0,229322.0,46.0,25080613.0,202412284.0,0.0,0.0,4.0,4.0,34.0,0.0,120.0,4852.0,26.0,81.0,505.0,253.0,213.0,7.0,101.0,304.0,34.0,100.0,8.0,4.0,0.0,4.0,1090.0,2624.0,17560.0,13555.0,4325.0,158.0,4742.0,14241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,35123.0,3877.0,65669041.0,60687054.0,2109145.0,1967.0,18288077.0,358731807.0,0.0,0.0,2.0,0.0,34.0,0.0,0.0,2626.0,29.0,26.0,725.0,552.0,54.0,28.0,106.0,580.0,0.0,28.0,6.0,2.0,0.0,38.0,1000.0,516.0,22190.0,17402.0,1586.0,739.0,6315.0,21982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0
70,0.0,3013.0,12802190.0,1738568.0,987871.0,11878.0,8841005.0,124895348.0,0.0,0.0,35.0,56.0,0.0,0.0,2.0,1934.0,2.0,30.0,626.0,235.0,123.0,51.0,175.0,714.0,0.0,106.0,0.0,0.0,0.0,0.0,48.0,1204.0,29681.0,10796.0,6257.0,1776.0,11359.0,36150.0,0.0,0.0,63.0,148.0,4.0,110.0,158.0,763.0
71,63663.0,38928.0,3927281.0,1263122.0,29775698.0,4187.0,64592502.0,53941647.0,0.0,0.0,8.0,6.0,0.0,0.0,23.0,1428.0,32.0,97.0,461.0,288.0,58.0,16.0,152.0,776.0,2.0,98.0,0.0,4.0,0.0,0.0,3334.0,7148.0,29017.0,21308.0,3759.0,1053.0,22941.0,46115.0,0.0,0.0,39.0,8.0,0.0,0.0,121.0,704.0
72,3585.0,3309.0,6624255.0,46772190.0,280974.0,424.0,13152662.0,56309911.0,0.0,0.0,71.0,70.0,88.0,0.0,0.0,2501.0,45.0,103.0,986.0,467.0,133.0,25.0,365.0,726.0,0.0,84.0,34.0,0.0,2.0,8.0,4277.0,5506.0,55437.0,49293.0,11196.0,1193.0,24548.0,67757.0,0.0,0.0,1.0,84.0,47.0,0.0,68.0,399.0
74,33533.0,429485.0,3638666.0,2941458.0,204059.0,516.0,1923489.0,48353648.0,0.0,0.0,8.0,0.0,52.0,0.0,0.0,2596.0,36.0,207.0,1317.0,280.0,121.0,9.0,224.0,708.0,0.0,138.0,4.0,2.0,0.0,32.0,2392.0,10496.0,52093.0,14912.0,6733.0,522.0,25218.0,63686.0,7.0,4.0,11.0,11.0,3.0,0.0,179.0,1363.0
