ID,DUR_Aulaweb,DUR_Blank,DUR_Deeds,DUR_Diagram,DUR_Other,DUR_Properties,DUR_Study,DUR_TextEditor,KS_Aulaweb,KS_Blank,KS_Deeds,KS_Diagram,KS_Other,KS_Properties,KS_Study,KS_TextEditor,MCL_Aulaweb,MCL_Blank,MCL_Deeds,MCL_Diagram,MCL_Other,MCL_Properties,MCL_Study,MCL_TextEditor,MCR_Aulaweb,MCR_Blank,MCR_Deeds,MCR_Diagram,MCR_Other,MCR_Properties,MCR_Study,MCR_TextEditor,MM_Aulaweb,MM_Blank,MM_Deeds,MM_Diagram,MM_FSM,MM_Other,MM_Properties,MM_Study,MM_TextEditor,MW_Aulaweb,MW_Blank,MW_Deeds,MW_Diagram,MW_Other,MW_Properties,MW_Study,MW_TextEditor,MWC_Study
11,16.0,498.0,1195739.0,7294337.0,10050089.0,89806.0,4846138.0,28092395.0,0.0,0.0,4.0,0.0,67.0,0.0,0.0,2134.0,10.0,36.0,370.0,582.0,152.0,182.0,53.0,232.0,0.0,17.0,10.0,0.0,4.0,2.0,0.0,3.0,750.0,2328.0,23350.0,47765.0,0.0,11480.0,11091.0,17206.0,25696.0,0.0,0.0,0.0,7.0,12.0,249.0,35.0,248.0,0.0
12,3277.0,42800.0,157544013.0,36744263.0,23342.0,3958970.0,31953839.0,42492758.0,0.0,2.0,0.0,18.0,0.0,4.0,0.0,548.0,12.0,20.0,522.0,449.0,101.0,739.0,58.0,295.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,620.0,11353.0,16737.0,0.0,2255.0,8430.0,3609.0,9767.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0
13,95513.0,4658815.0,11452363.0,57061179.0,16052.0,2107301.0,14698743.0,74339310.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1722.0,46.0,99.0,321.0,1067.0,44.0,208.0,54.0,155.0,0.0,0.0,26.0,10.0,0.0,6.0,0.0,0.0,2814.0,4166.0,15012.0,52356.0,0.0,1762.0,8726.0,4449.0,13350.0,35.0,0.0,0.0,13.0,0.0,81.0,77.0,595.0,0.0
14,5697.0,593.0,6358678.0,14672663.0,483080.0,10698161.0,4082774.0,54071983.0,0.0,0.0,48.0,0.0,62.0,0.0,0.0,1048.0,36.0,30.0,270.0,612.0,170.0,181.0,33.0,226.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1948.0,968.0,14834.0,42022.0,0.0,8680.0,9658.0,3024.0,23205.0,0.0,0.0,12.0,45.0,32.0,266.0,41.0,564.0,0.0
15,12486413.0,349438.0,141964.0,28540516.0,5721325.0,185506.0,1133129.0,31346977.0,0.0,10.0,20.0,0.0,12.0,0.0,0.0,1455.0,32.0,170.0,119.0,634.0,71.0,134.0,91.0,269.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2530.0,8624.0,9395.0,34472.0,0.0,8009.0,7163.0,5667.0,22440.0,15.0,18.0,1.0,3.0,60.0,268.0,31.0,314.0,0.0
16,15384.0,1529.0,869425.0,15665421.0,13164389.0,1175898.0,5219998.0,7427188.0,0.0,0.0,16.0,4.0,401.0,0.0,0.0,1717.0,33.0,30.0,294.0,619.0,133.0,821.0,83.0,363.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1340.0,853.0,6719.0,18369.0,0.0,3935.0,9048.0,1928.0,15658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,6422682.0,764.0,18122337.0,43915700.0,3459454.0,15545340.0,2637634.0,755568729.0,0.0,0.0,0.0,20.0,134.0,0.0,90.0,2478.0,31.0,38.0,674.0,618.0,169.0,267.0,82.0,247.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,2.0,2563.0,2923.0,22759.0,28598.0,0.0,15016.0,13696.0,10128.0,21495.0,0.0,0.0,40.0,75.0,86.0,80.0,188.0,565.0,0.0
18,2700.0,81144.0,243521.0,1453317.0,253983.0,167301990.0,1269924.0,436759012.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4055.0,35.0,108.0,124.0,305.0,175.0,140.0,77.0,687.0,0.0,0.0,14.0,2.0,28.0,0.0,0.0,48.0,2626.0,7185.0,13301.0,20690.0,0.0,10818.0,4222.0,8294.0,60211.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,708.0,0.0
19,0.0,1622.0,2500472.0,4406941.0,525875.0,96494.0,0.0,25040237.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2793.0,0.0,26.0,721.0,1641.0,166.0,275.0,0.0,489.0,0.0,0.0,34.0,4.0,2.0,10.0,0.0,4.0,0.0,1088.0,46561.0,46804.0,0.0,17299.0,11101.0,0.0,50127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,11637.0,124420.0,11906855.0,2775167.0,328102.0,11466692.0,1450779.0,0.0,1.0,0.0,16.0,149.0,14.0,4.0,699.0,0.0,66.0,242.0,773.0,634.0,405.0,173.0,431.0,0.0,21.0,2.0,80.0,50.0,2.0,16.0,5.0,0.0,4005.0,15951.0,58551.0,0.0,32206.0,16508.0,39052.0,46086.0,0.0,2.0,1.0,0.0,156.0,10.0,1172.0,950.0,0.0
21,10951260.0,86755.0,114906286.0,93916593.0,14778013.0,1985.0,71795005.0,767421870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2536.0,31.0,47.0,377.0,607.0,101.0,108.0,96.0,323.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1228.0,1677.0,11347.0,26047.0,0.0,4363.0,4053.0,3860.0,13640.0,153.0,0.0,0.0,0.0,0.0,0.0,800.0,765.0,0.0
22,96.0,1120.0,6415211.0,41740224.0,342106.0,44647.0,6921058.0,16884001.0,0.0,3.0,4.0,30.0,38.0,0.0,0.0,759.0,21.0,78.0,453.0,610.0,205.0,260.0,75.0,282.0,2.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,599.0,1637.0,6814.0,11099.0,0.0,4760.0,4058.0,2188.0,6918.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,208.0,0.0
23,136664577.0,62012.0,1173263.0,3225886.0,1751504.0,35397.0,69595919.0,28408539.0,24.0,21.0,4.0,0.0,1440.0,0.0,277.0,968.0,71.0,79.0,54.0,95.0,174.0,28.0,108.0,189.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4260.0,2748.0,5360.0,5224.0,0.0,9315.0,510.0,5209.0,12088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2999.0,6702.0,43089219.0,7685578.0,9850720.0,1532763.0,1834247.0,11375356.0,0.0,0.0,24.0,0.0,38.0,0.0,0.0,820.0,25.0,97.0,469.0,283.0,79.0,232.0,73.0,250.0,0.0,12.0,12.0,36.0,0.0,0.0,0.0,0.0,1895.0,5758.0,28368.0,22548.0,0.0,8685.0,11548.0,9552.0,29724.0,0.0,0.0,0.0,0.0,0.0,204.0,22.0,462.0,0.0
25,139841.0,25293.0,12589744.0,437049874.0,152423.0,3801079.0,2678628.0,139442940.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1970.0,48.0,96.0,312.0,397.0,205.0,138.0,126.0,452.0,0.0,0.0,20.0,22.0,4.0,4.0,0.0,48.0,3233.0,4297.0,17366.0,22131.0,0.0,7401.0,4863.0,8753.0,29498.0,9.0,5.0,8.0,11.0,0.0,258.0,82.0,685.0,0.0
26,0.0,191168504.0,653347.0,9988986.0,17691255.0,2474087.0,0.0,0.0,0.0,36.0,96.0,56.0,24.0,4.0,0.0,0.0,0.0,8.0,326.0,772.0,17.0,302.0,0.0,0.0,0.0,0.0,41.0,6.0,0.0,7.0,0.0,0.0,0.0,769.0,7699.0,11587.0,0.0,293.0,5742.0,0.0,0.0,0.0,0.0,44.0,58.0,0.0,593.0,0.0,0.0,0.0
27,0.0,2312.0,5784834.0,20414768.0,59832.0,1130441.0,65551443.0,18154302.0,0.0,0.0,26.0,65.0,0.0,0.0,0.0,588.0,2.0,52.0,110.0,352.0,63.0,113.0,30.0,120.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,29.0,1703.0,6324.0,22547.0,0.0,1743.0,3004.0,2251.0,8730.0,0.0,0.0,0.0,5.0,0.0,0.0,1401.0,1179.0,0.0
28,2468.0,479289.0,369794.0,22674938.0,1129533.0,1033362.0,124509.0,311375915.0,0.0,3.0,18.0,492.0,54.0,0.0,0.0,3402.0,37.0,88.0,112.0,545.0,200.0,231.0,64.0,366.0,0.0,21.0,2.0,2.0,6.0,0.0,0.0,3.0,3018.0,6002.0,6242.0,35345.0,0.0,9992.0,5303.0,5997.0,36606.0,0.0,0.0,0.0,6.0,0.0,71.0,51.0,697.0,0.0
29,4202.0,1999.0,1836226.0,4988552.0,15290.0,583523.0,1796986.0,2176378.0,3.0,0.0,6.0,2.0,13.0,0.0,0.0,1587.0,99.0,65.0,470.0,1590.0,157.0,411.0,231.0,397.0,0.0,0.0,65.0,32.0,2.0,23.0,0.0,30.0,6410.0,2146.0,29541.0,82228.0,0.0,8422.0,19425.0,28199.0,38176.0,67.0,0.0,10.0,74.0,0.0,263.0,246.0,1087.0,0.0
30,0.0,3042.0,2292457.0,75911432.0,3086603.0,10732537.0,0.0,152915908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5789.0,0.0,12.0,313.0,655.0,172.0,182.0,0.0,748.0,0.0,4.0,8.0,44.0,36.0,0.0,0.0,36.0,0.0,468.0,9664.0,27071.0,187.0,6744.0,5480.0,0.0,31403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,78829.0,326126.0,518691.0,22100573.0,668849.0,86523.0,2072111.0,9158296.0,0.0,6.0,0.0,1.0,27.0,0.0,0.0,1764.0,32.0,147.0,256.0,592.0,85.0,138.0,91.0,375.0,0.0,0.0,38.0,18.0,2.0,0.0,0.0,40.0,2918.0,8165.0,12699.0,31591.0,0.0,4448.0,7008.0,6196.0,24488.0,27.0,3.0,0.0,1.0,1.0,81.0,67.0,202.0,0.0
32,340265.0,186.0,10977944.0,43498187.0,115344.0,798035.0,23456551.0,49945428.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,2715.0,32.0,62.0,1368.0,724.0,116.0,557.0,120.0,233.0,0.0,0.0,154.0,84.0,16.0,28.0,0.0,2.0,1899.0,2536.0,43366.0,44648.0,0.0,4690.0,12283.0,9979.0,17058.0,0.0,2.0,10.0,21.0,8.0,101.0,94.0,246.0,0.0
33,3792.0,3416.0,11069730.0,93725413.0,287019.0,897163.0,13814246.0,41606502.0,0.0,0.0,6.0,252.0,80.0,62.0,0.0,1480.0,17.0,47.0,191.0,790.0,189.0,113.0,74.0,383.0,0.0,13.0,2.0,44.0,11.0,0.0,0.0,0.0,745.0,1501.0,5582.0,47246.0,0.0,5159.0,3046.0,7719.0,12836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,4141285.0,3173.0,56191448.0,93483882.0,1044918.0,2931183.0,8264331.0,29032277.0,0.0,0.0,26.0,2.0,6.0,0.0,0.0,872.0,52.0,46.0,532.0,789.0,102.0,618.0,102.0,202.0,0.0,2.0,8.0,16.0,2.0,0.0,0.0,0.0,2979.0,2053.0,27347.0,45674.0,0.0,4915.0,21354.0,9752.0,20049.0,5.0,0.0,4.0,7.0,0.0,536.0,93.0,233.0,0.0
35,371202.0,592568.0,118387632.0,54479371.0,589491.0,1938178.0,3002254.0,18194901.0,34.0,0.0,2.0,6.0,6.0,328.0,0.0,1388.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,15.0,4560677.0,27131726.0,3049668.0,3113452.0,0.0,393938970.0,0.0,0.0,25.0,29.0,64.0,2.0,0.0,4937.0,0.0,23.0,219.0,770.0,173.0,501.0,0.0,431.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1238.0,11343.0,49466.0,0.0,8700.0,9265.0,0.0,33044.0,0.0,0.0,4.0,15.0,2.0,123.0,0.0,882.0,0.0
37,2973.0,490588.0,13504358.0,22127747.0,40681.0,2155654.0,7816977.0,235505448.0,5.0,3.0,33.0,17.0,60.0,0.0,3.0,3576.0,38.0,146.0,320.0,445.0,79.0,88.0,80.0,332.0,0.0,23.0,28.0,10.0,2.0,2.0,0.0,5.0,3297.0,11918.0,23579.0,49341.0,0.0,7386.0,6573.0,13944.0,44037.0,0.0,4.0,0.0,48.0,0.0,114.0,60.0,513.0,0.0
38,70647.0,25655.0,4045866.0,260120.0,36995.0,3736.0,241494172.0,12027926.0,0.0,12.0,24.0,4.0,43.0,0.0,10.0,871.0,34.0,26.0,310.0,122.0,114.0,30.0,174.0,292.0,0.0,0.0,12.0,10.0,4.0,0.0,2.0,2.0,3803.0,2008.0,14214.0,8548.0,0.0,5832.0,1563.0,27924.0,27225.0,48.0,0.0,5.0,5.0,10.0,16.0,740.0,230.0,0.0
39,295127.0,33254.0,3299114.0,72970183.0,184465.0,4088646.0,29543269.0,6451643.0,0.0,7.0,0.0,0.0,119.0,0.0,0.0,1880.0,44.0,104.0,502.0,782.0,127.0,541.0,137.0,367.0,2.0,2.0,32.0,58.0,8.0,8.0,0.0,2.0,2576.0,4985.0,16387.0,38111.0,275.0,5591.0,8948.0,13775.0,24003.0,7.0,3.0,16.0,26.0,4.0,143.0,177.0,465.0,18.0
40,333919.0,2642.0,27601924.0,30714982.0,94247.0,115819.0,49163742.0,10053235.0,80.0,0.0,12.0,12.0,20.0,0.0,2.0,2953.0,80.0,74.0,926.0,319.0,78.0,22.0,117.0,236.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3395.0,1446.0,21536.0,17637.0,0.0,4519.0,979.0,6219.0,12240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.0,0.0
41,92.0,8894.0,25065356.0,24209654.0,601342.0,746547.0,1863365.0,28600916.0,0.0,0.0,36.0,0.0,14.0,0.0,0.0,3822.0,23.0,67.0,1055.0,1527.0,102.0,563.0,62.0,301.0,0.0,0.0,3.0,58.0,10.0,17.0,0.0,0.0,978.0,1901.0,29599.0,46795.0,0.0,3706.0,12853.0,2966.0,17808.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,507.0,0.0
42,340180.0,212151.0,767500.0,38873096.0,5168092.0,968228.0,23664790.0,408417014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2716.0,101.0,254.0,512.0,1451.0,135.0,332.0,139.0,356.0,12.0,0.0,34.0,6.0,6.0,0.0,0.0,4.0,4255.0,7984.0,14323.0,46487.0,0.0,5357.0,9690.0,9945.0,14831.0,25.0,28.0,0.0,0.0,0.0,0.0,475.0,976.0,0.0
43,9585.0,7423.0,42193766.0,46543034.0,341321.0,90391.0,26140262.0,22805618.0,2.0,0.0,22.0,196.0,325.0,1.0,0.0,3801.0,55.0,21.0,303.0,779.0,115.0,158.0,69.0,237.0,0.0,0.0,0.0,48.0,4.0,0.0,0.0,0.0,3876.0,1894.0,17304.0,106583.0,0.0,9832.0,6850.0,18176.0,26070.0,0.0,0.0,0.0,29.0,0.0,171.0,81.0,963.0,0.0
44,0.0,3387.0,5955139.0,13872673.0,58294.0,105451.0,21600494.0,21289766.0,0.0,6.0,10.0,13.0,2.0,65.0,1.0,6141.0,0.0,101.0,493.0,1125.0,243.0,347.0,1492.0,849.0,0.0,13.0,0.0,38.0,5.0,0.0,2.0,2.0,0.0,9156.0,56125.0,154578.0,0.0,28788.0,35307.0,81153.0,115066.0,0.0,12.0,0.0,1.0,12.0,120.0,1159.0,1445.0,0.0
45,899622.0,89265.0,19851090.0,17760635.0,1644768.0,168679.0,21110534.0,185128714.0,0.0,0.0,86.0,12.0,225.0,4.0,22.0,1960.0,114.0,23.0,699.0,463.0,129.0,140.0,235.0,555.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,5784.0,1194.0,22314.0,22076.0,0.0,5817.0,2904.0,5287.0,15240.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,3933092.0,531.0,70670292.0,29754537.0,577346.0,65586.0,18549489.0,120831321.0,0.0,0.0,0.0,42.0,148.0,0.0,61.0,1330.0,51.0,37.0,582.0,1535.0,126.0,602.0,144.0,311.0,0.0,0.0,14.0,0.0,4.0,0.0,0.0,30.0,1527.0,979.0,12817.0,39841.0,0.0,3309.0,7366.0,5907.0,11808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1397459.0,764.0,16642166.0,11666904.0,1604279.0,313906.0,66992503.0,3707213.0,142.0,0.0,0.0,50.0,23.0,24.0,0.0,963.0,96.0,96.0,892.0,597.0,323.0,222.0,156.0,228.0,0.0,13.0,80.0,77.0,16.0,3.0,2.0,7.0,13052.0,4464.0,31102.0,39965.0,0.0,23397.0,9730.0,18231.0,21087.0,105.0,0.0,14.0,34.0,27.0,123.0,94.0,165.0,6.0
48,0.0,24069.0,50321528.0,41046764.0,4329.0,238875.0,3898522.0,12713983.0,0.0,0.0,0.0,13.0,0.0,321.0,0.0,1402.0,0.0,70.0,532.0,650.0,55.0,156.0,66.0,385.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,3273.0,19460.0,44011.0,0.0,2895.0,7205.0,8294.0,21520.0,0.0,0.0,0.0,0.0,0.0,7.0,78.0,353.0,0.0
49,6626.0,1437.0,563523.0,15920176.0,123541.0,120593.0,27385325.0,72023892.0,0.0,0.0,13.0,0.0,48.0,0.0,0.0,1791.0,48.0,32.0,87.0,848.0,92.0,404.0,120.0,291.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,2056.0,1227.0,6343.0,48774.0,0.0,4902.0,8672.0,13824.0,23557.0,0.0,0.0,11.0,1.0,6.0,135.0,209.0,520.0,0.0
50,4580052.0,85470.0,5695232.0,486535380.0,1852774.0,408264.0,8100154.0,45048102.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,1405.0,51.0,23.0,114.0,622.0,160.0,215.0,136.0,281.0,0.0,0.0,10.0,62.0,12.0,0.0,0.0,0.0,2123.0,641.0,4294.0,22362.0,0.0,5031.0,4184.0,5100.0,9630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,424.0,5912.0,16293008.0,9994976.0,295855.0,8931174.0,18243544.0,191910288.0,0.0,0.0,16.0,18.0,120.0,6.0,49.0,1853.0,1.0,20.0,770.0,1232.0,97.0,591.0,115.0,387.0,0.0,0.0,89.0,8.0,0.0,9.0,0.0,14.0,168.0,1205.0,19037.0,20522.0,0.0,2947.0,16641.0,6572.0,15749.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,5.0,0.0
52,1430656.0,52990.0,3720035.0,33146830.0,110191.0,2109403.0,16468916.0,79152590.0,0.0,0.0,29.0,8.0,2.0,0.0,0.0,1808.0,21.0,103.0,78.0,384.0,49.0,264.0,76.0,251.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,4.0,624.0,2622.0,2446.0,12323.0,0.0,2060.0,3346.0,3005.0,10528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,745387.0,17284040.0,82446529.0,20098.0,1554676.0,5737715.0,43573322.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,1726.0,0.0,185.0,1338.0,602.0,34.0,281.0,36.0,282.0,0.0,4.0,57.0,18.0,0.0,5.0,0.0,0.0,0.0,13762.0,71954.0,65452.0,0.0,2849.0,17105.0,6209.0,33433.0,0.0,12.0,0.0,0.0,0.0,71.0,7.0,323.0,0.0
54,108563.0,165198.0,17461659.0,19999519.0,10402501.0,3798629.0,8789597.0,613511865.0,0.0,0.0,0.0,2.0,24.0,0.0,2.0,1004.0,17.0,35.0,134.0,257.0,42.0,196.0,113.0,278.0,0.0,20.0,22.0,2.0,0.0,0.0,0.0,0.0,667.0,1460.0,7225.0,14606.0,0.0,2126.0,5953.0,3963.0,12820.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,15.0,0.0
55,37837.0,58821915.0,83713.0,30070786.0,79221.0,181858373.0,287447.0,109791329.0,53.0,2.0,0.0,0.0,99.0,1.0,0.0,3410.0,39.0,149.0,115.0,397.0,137.0,83.0,140.0,737.0,0.0,35.0,0.0,10.0,4.0,0.0,0.0,5.0,3109.0,25707.0,13109.0,26869.0,0.0,11307.0,4831.0,13458.0,76030.0,22.0,491.0,3.0,3.0,11.0,253.0,3.0,497.0,0.0
56,0.0,1656020.0,19029163.0,56792407.0,472996.0,2311165.0,18095918.0,39849297.0,0.0,4.0,6.0,8.0,16.0,0.0,520.0,965.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,984.0,21728132.0,46614728.0,10377950.0,2624529.0,0.0,34573573.0,0.0,0.0,0.0,70.0,226.0,0.0,0.0,545.0,0.0,20.0,1031.0,611.0,105.0,493.0,0.0,316.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1422.0,55041.0,57356.0,0.0,8944.0,16671.0,0.0,29746.0,0.0,0.0,21.0,89.0,207.0,644.0,0.0,683.0,0.0
58,0.0,11678.0,16659226.0,56798719.0,658846.0,21368675.0,0.0,325245693.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1429.0,0.0,17.0,283.0,710.0,115.0,551.0,0.0,369.0,0.0,18.0,4.0,4.0,10.0,0.0,0.0,2.0,0.0,1109.0,8352.0,22159.0,0.0,3679.0,8561.0,0.0,16298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,4517383.0,886689.0,97516984.0,543792.0,786858.0,12984311.0,27905944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,0.0,61.0,223.0,510.0,269.0,139.0,41.0,349.0,0.0,2.0,0.0,74.0,16.0,0.0,0.0,0.0,0.0,2051.0,9037.0,26705.0,0.0,7503.0,3996.0,4549.0,14596.0,0.0,12.0,0.0,8.0,3.0,126.0,111.0,154.0,0.0
