,session,activity,idle_time,mouse_wheel,mouse_wheel_click,mouse_click_left,mouse_click_right,mouse_movement,keystroke
19,3, Blank,987632.4827586206,6.908045977011494,0.06896551724137931,74.88505747126437,12.459770114942529,4412.264367816092,6.103448275862069
20,3, Deeds,124323051.04597701,81.96551724137932,0.3448275862068966,1303.1954022988505,233.10344827586206,73423.50574712643,240.08045977011494
21,3, Diagram,3951097.488372093,3.511627906976744,0.0,207.1860465116279,2.9302325581395348,12423.883720930233,8.383720930232558
22,3, FSM,0.0,0.0,0.0,2.0,0.0,50.0,0.0
23,3, Other,68761558.59770115,21.2183908045977,0.13793103448275862,164.19540229885058,6.482758620689655,8781.114942528735,100.0919540229885
24,3, Properties,2859.4137931034484,0.034482758620689655,0.0,15.413793103448276,0.10344827586206896,618.3678160919541,1.264367816091954
25,3, Study,63563400.96385542,223.02409638554218,0.27710843373493976,109.75903614457832,0.2891566265060241,10108.192771084337,16.42168674698795
26,3, TextEditor,1170038894.2643678,2003.8275862068965,0.5517241379310345,1774.2413793103449,19.597701149425287,101455.9540229885,4099.724137931034
27,4, Aulaweb,25550362.1375,14.5375,0.375,40.975,0.625,3002.6875,8.1625
28,4, Blank,3560871.222222222,14.454545454545455,0.0,68.93939393939394,5.616161616161616,3702.151515151515,2.585858585858586
29,4, Deeds,19536605.727272727,5.5353535353535355,0.0,439.010101010101,20.282828282828284,20566.272727272728,20.87878787878788
30,4, Diagram,56881884.484848484,17.11111111111111,0.020202020202020204,776.5555555555555,19.2020202020202,41474.666666666664,30.353535353535353
31,4, FSM,112.8,0.0,0.0,2.6,0.0,207.2,0.0
32,4, Other,2294326.282828283,24.595959595959595,0.08080808080808081,153.3939393939394,6.444444444444445,8337.212121212122,90.14141414141415
33,4, Properties,5577708.181818182,107.47474747474747,0.0,326.4343434343434,2.696969696969697,10153.141414141413,80.61616161616162
34,4, Study,17279060.022727273,144.4090909090909,0.5,115.22727272727273,0.5454545454545454,11098.761363636364,17.318181818181817
35,4, TextEditor,101440375.35714285,418.33673469387753,0.16326530612244897,319.5204081632653,6.142857142857143,24535.336734693876,1901.9183673469388
36,5, Aulaweb,239216.65853658537,14.707317073170731,0.5121951219512195,33.31707317073171,0.21951219512195122,2263.829268292683,3.731707317073171
37,5, Blank,1811937.9,1.6333333333333333,0.0,91.86666666666666,5.933333333333334,4588.111111111111,2.977777777777778
38,5, Deeds,24001743.637362637,17.76923076923077,0.04395604395604396,971.1758241758242,88.26373626373626,42173.79120879121,77.86813186813187
39,5, Diagram,22623315.087912086,23.406593406593405,0.08791208791208792,411.3956043956044,8.23076923076923,25127.85714285714,10.417582417582418
40,5, FSM,620.5,0.0,0.0,4.25,0.0,367.0,0.0
41,5, Other,82126872.64835165,39.51648351648352,0.967032967032967,151.9120879120879,5.285714285714286,8051.0,77.52747252747253
42,5, Properties,77741.32967032967,7.373626373626373,0.0,27.89010989010989,0.17582417582417584,1189.5384615384614,0.45054945054945056
43,5, Study,21954795.540229887,187.51724137931035,0.5057471264367817,186.58620689655172,0.6436781609195402,17734.6091954023,26.977011494252874
44,5, TextEditor,161692893.02197802,938.945054945055,0.1978021978021978,612.6923076923077,8.527472527472527,46739.96703296703,2709.3846153846152
45,6, Aulaweb,6614023.630136986,16.958904109589042,0.6027397260273972,38.97260273972603,0.3835616438356164,2631.2876712328766,3.643835616438356
46,6, Blank,3442566.5,21.166666666666668,0.023809523809523808,104.83333333333333,5.166666666666667,5163.476190476191,18.238095238095237
47,6, Deeds,3451622.313253012,3.4698795180722892,0.0,216.26506024096386,20.180722891566266,10214.87951807229,20.0
48,6, Diagram,1275849.9156626507,1.0120481927710843,0.0,52.57831325301205,0.14457831325301204,3498.253012048193,1.9759036144578312
49,6, FSM,262936867.5952381,105.42857142857143,0.19047619047619047,3223.5119047619046,32.32142857142857,193078.5119047619,587.9166666666666
50,6, Other,6733425.571428572,41.535714285714285,0.047619047619047616,229.4404761904762,5.226190476190476,14084.92857142857,134.77380952380952
51,6, Properties,4883020.547619048,1.4880952380952381,0.023809523809523808,331.0,0.6547619047619048,18629.380952380954,208.03571428571428
52,6, Study,91981886.475,280.6625,3.275,197.3,0.75,23320.275,31.8
53,6, TextEditor,33835534.1547619,540.9166666666666,0.07142857142857142,252.60714285714286,7.595238095238095,19588.321428571428,773.6547619047619
