ID,"TOTAL
(100 points)",idle_time_ Aulaweb,idle_time_ Blank,idle_time_ Deeds,idle_time_ Diagram,idle_time_ Other,idle_time_ Properties,idle_time_ Study,idle_time_ TextEditor,keystroke_ Aulaweb,keystroke_ Blank,keystroke_ Deeds,keystroke_ Diagram,keystroke_ Other,keystroke_ Properties,keystroke_ Study,keystroke_ TextEditor,mouse_click_ Aulaweb,mouse_click_ Blank,mouse_click_ Deeds,mouse_click_ Diagram,mouse_click_ Other,mouse_click_ Properties,mouse_click_ Study,mouse_click_ TextEditor,mouse_movement_ Aulaweb,mouse_movement_ Blank,mouse_movement_ Deeds,mouse_movement_ Diagram,mouse_movement_ Other,mouse_movement_ Properties,mouse_movement_ Study,mouse_movement_ TextEditor,mouse_wheel_ Aulaweb,mouse_wheel_ Blank,mouse_wheel_ Deeds,mouse_wheel_ Diagram,mouse_wheel_ Other,mouse_wheel_ Properties,mouse_wheel_ Study,mouse_wheel_ TextEditor,attend,mid_grades
11,60.0,1500779.6666666667,873614.3333333334,20533103.166666668,5007347.833333333,3303143.1666666665,1438491.0,37136782.0,442524120.5,7.5,4.5,10.0,5.666666666666667,124.66666666666667,48.0,0.0,1815.5,40.166666666666664,132.16666666666666,683.3333333333334,257.1666666666667,182.5,118.0,127.16666666666667,544.5,4824.0,8127.333333333333,44126.333333333336,21601.333333333332,14218.166666666666,8393.0,29923.0,55151.833333333336,15.5,5.166666666666667,7.833333333333333,15.0,8.166666666666666,41.5,92.83333333333333,412.6666666666667,6,16.5
12,40.5,2451520.3333333335,8846288.666666666,54484829.833333336,16889418.333333332,3146728.1666666665,1679746.8333333333,132361935.5,241029471.66666666,0.0,1.0,24.333333333333332,3.3333333333333335,195.16666666666666,17.0,2.6666666666666665,1856.3333333333333,36.833333333333336,104.83333333333333,839.0,252.5,323.1666666666667,177.5,126.66666666666667,519.5,1340.3333333333333,1987.1666666666667,19223.666666666668,9075.166666666666,6797.666666666667,2600.0,5446.166666666667,15340.833333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,6,17.5
13,90.0,32635.333333333332,1573315.6666666667,10659131.666666666,27501399.666666668,71453075.66666667,954569.3333333334,50549302.666666664,151228456.0,0.0,0.0,2.0,1.0,667.3333333333334,39.0,0.6666666666666666,2133.3333333333335,29.0,88.33333333333333,592.3333333333334,532.6666666666666,159.66666666666666,195.33333333333334,106.0,204.66666666666666,1813.3333333333333,3911.3333333333335,24953.0,35582.666666666664,9003.666666666666,10746.333333333334,12381.0,22206.333333333332,18.0,0.0,7.333333333333333,6.0,62.0,50.666666666666664,268.6666666666667,883.6666666666666,3,12.0
14,64.0,173657.33333333334,69985.33333333333,46737669.166666664,10799716.666666666,8118021.333333333,4507336.666666667,22121091.166666668,234252640.16666666,0.0,0.16666666666666666,152.33333333333334,8.5,69.16666666666667,40.833333333333336,0.0,1828.6666666666667,20.5,62.5,896.5,237.33333333333334,246.83333333333334,97.66666666666667,92.5,602.0,1641.0,2725.3333333333335,47945.666666666664,15916.166666666666,16680.0,4951.5,10034.333333333334,44616.333333333336,3.1666666666666665,0.6666666666666666,23.5,20.333333333333332,138.66666666666666,46.0,87.83333333333333,1566.0,6,21.75
15,67.5,2138338.5,467819.0,64627450.333333336,11298477.666666666,8836222.833333334,240941.66666666666,13805627.166666666,285048947.6666667,9.5,7.666666666666667,113.83333333333333,6.333333333333333,31.833333333333332,30.666666666666668,0.0,1991.5,33.666666666666664,200.33333333333334,892.3333333333334,359.8333333333333,123.0,111.5,177.33333333333334,816.1666666666666,1674.3333333333333,8264.0,36272.333333333336,15944.5,7848.666666666667,4923.0,12930.833333333334,43495.833333333336,2.5,3.3333333333333335,9.0,7.166666666666667,38.333333333333336,44.666666666666664,92.33333333333333,815.5,6,17.0
16,67.0,10462.0,54842.0,26608578.2,4411208.4,3443788.6,327016.2,30587912.2,166385837.6,0.8,7.2,299.8,1.6,177.0,31.2,52.2,2841.2,21.0,26.4,462.0,235.6,166.8,231.8,104.8,891.6,706.6,659.0,14060.0,6968.4,4424.0,3677.2,4194.2,37107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,16.5
17,97.0,1094001.8333333333,3271888.3333333335,42837600.833333336,24635185.5,1041974.3333333334,5490313.0,80768725.16666667,595701186.3333334,2.6666666666666665,1.1666666666666667,50.333333333333336,4.666666666666667,38.666666666666664,37.666666666666664,20.0,3367.3333333333335,23.833333333333332,61.833333333333336,666.1666666666666,172.83333333333334,98.5,106.33333333333333,98.16666666666667,396.6666666666667,1173.8333333333333,3522.1666666666665,20072.333333333332,10149.333333333334,6021.5,6036.333333333333,8762.5,18942.5,18.666666666666668,0.5,10.333333333333334,21.166666666666668,18.833333333333332,16.0,148.5,314.6666666666667,6,20.0
18,62.0,15915.2,1058526.4,39343180.6,1264116.4,282192.8,34349954.6,62275538.8,294411352.0,0.0,17.0,64.4,0.0,44.8,36.0,1.6,3251.8,32.0,100.2,791.2,167.6,186.6,116.4,130.8,996.0,1822.4,4816.4,30952.0,10650.0,7827.0,4027.0,8836.4,49413.6,0.2,0.0,0.2,0.0,0.0,0.2,7.8,392.6,5,20.5
19,50.0,84783.16666666667,18547.666666666668,44882828.666666664,4056642.6666666665,1898020.6666666667,71730.66666666667,,381878714.3333333,1.3333333333333333,0.0,60.833333333333336,30.333333333333332,32.166666666666664,16.0,,2473.3333333333335,2.3333333333333335,18.0,1099.0,578.3333333333334,224.16666666666666,72.83333333333333,,1303.8333333333333,54.166666666666664,1700.0,80567.16666666667,23997.833333333332,28297.333333333332,3852.3333333333335,,145150.66666666666,0.0,0.0,0.8333333333333334,0.0,0.5,0.0,,15.166666666666666,6,16.0
20,58.5,55447.333333333336,749503.8333333334,28366684.333333332,12410520.5,1043475.6666666666,117231.5,34076189.166666664,99924720.5,0.0,3.3333333333333335,339.6666666666667,22.5,132.16666666666666,10.333333333333334,59.0,1714.0,50.5,110.5,1045.8333333333333,542.0,476.3333333333333,158.33333333333334,202.83333333333334,730.6666666666666,2056.6666666666665,3358.8333333333335,42216.666666666664,28490.166666666668,15980.833333333334,5666.5,19495.833333333332,45862.5,3.8333333333333335,0.3333333333333333,10.333333333333334,0.16666666666666666,28.166666666666668,1.6666666666666667,284.0,357.1666666666667,6,16.0
22,40.0,130631.75,212002.0,49423923.0,22740272.5,784824.75,22120.0,33312195.75,137304134.25,0.5,1.0,52.25,9.25,84.0,18.0,3.5,2337.25,29.25,120.25,1453.25,479.5,236.25,93.0,107.25,474.75,708.75,2387.0,24395.75,11910.0,5280.25,1695.75,3339.75,12693.5,0.0,0.0,0.25,0.0,0.0,0.0,1.25,392.25,4,12.5
24,32.5,1267398.6,375204.6,62132640.2,2950893.6,5161455.4,994354.4,52087815.4,356044427.0,54.8,3.2,35.8,4.0,39.0,22.0,50.4,3378.6,41.4,154.8,913.0,155.6,94.6,138.0,113.6,670.2,3072.2,7399.4,50541.2,10367.8,6925.6,7315.2,14893.0,50412.6,5.6,5.2,9.8,0.8,1.0,44.6,51.4,762.8,5,15.5
25,57.5,1722970.0,286916.0,20286322.666666668,146146142.66666666,554558.3333333334,1652476.0,18629077.666666668,178435744.0,0.0,2.0,33.666666666666664,0.0,6.0,58.666666666666664,1.3333333333333333,2347.3333333333335,35.0,262.6666666666667,502.6666666666667,223.66666666666666,185.0,151.33333333333334,141.66666666666666,1398.6666666666667,2054.6666666666665,9474.0,26169.666666666668,10712.0,7102.333333333333,5593.333333333333,10082.666666666666,78767.33333333333,3.0,5.333333333333333,58.0,3.6666666666666665,4.333333333333333,86.0,187.33333333333334,1524.6666666666667,3,12.25
27,74.5,986998.8,81714.8,92964435.6,9973131.8,500975.4,4235866.4,44872482.0,243945727.2,1.6,1.0,722.6,69.4,62.2,24.0,8.2,2092.8,12.4,69.0,943.8,210.6,127.0,118.0,75.2,733.2,646.4,2419.4,39298.6,13752.0,4502.6,4920.0,5133.4,28811.0,110.8,4.2,156.8,84.0,48.2,0.0,1358.6,2408.8,5,13.25
28,79.5,-7873118459.333333,-10021485659.833334,-8652162528132.833,-599854215288.3334,-47960049084.666664,-714426052.1666666,-1378669455907.6667,-60279500205799.0,0.0,0.8333333333333334,33.333333333333336,85.33333333333333,51.0,25.0,24.833333333333332,2899.1666666666665,35.166666666666664,105.33333333333333,886.1666666666666,257.1666666666667,135.5,118.5,149.0,535.1666666666666,2055.5,4590.0,29082.666666666668,13232.0,6165.333333333333,6241.833333333333,14172.666666666666,35796.833333333336,1.1666666666666667,0.0,1.0,1.0,0.0,12.166666666666666,109.83333333333333,452.3333333333333,6,22.0
29,97.0,2993.4,5061.8,36712168.0,3425501.2,405595.4,1242621.6,94109500.6,113446156.6,2.4,0.4,14.2,0.4,93.0,39.6,0.0,2220.0,45.6,61.4,1349.0,587.0,308.8,191.4,265.2,907.6,2833.2,2915.2,68410.2,34233.8,14421.6,12644.4,34128.2,67295.8,21.0,0.0,79.0,30.2,24.6,53.0,353.0,1814.2,5,19.75
30,7.0,22820129.166666668,434779.8333333333,38397387.166666664,18109063.333333332,2046118.6666666667,3056818.8333333335,59682979.333333336,337676015.8333333,16.833333333333332,0.0,324.5,0.0,78.66666666666667,39.333333333333336,86.0,2815.1666666666665,92.33333333333333,52.833333333333336,1086.1666666666667,248.83333333333334,362.6666666666667,91.0,179.0,885.8333333333334,5841.333333333333,1892.0,42355.333333333336,10453.166666666666,16336.666666666666,3303.8333333333335,11817.333333333334,39548.333333333336,14.5,0.0,4.666666666666667,0.8333333333333334,13.0,0.0,78.0,152.83333333333334,6,16.25
32,75.5,78235.83333333333,29084.333333333332,29273991.666666668,29391309.166666668,583236.1666666666,221661.33333333334,18807435.666666668,312535053.1666667,0.0,1.5,81.0,0.3333333333333333,76.16666666666667,32.333333333333336,7.0,3723.1666666666665,60.333333333333336,119.16666666666667,1494.6666666666667,445.0,289.3333333333333,205.5,226.33333333333334,815.5,3172.6666666666665,4708.333333333333,50539.333333333336,22206.666666666668,11793.166666666666,5670.666666666667,15528.833333333334,50838.5,3.0,2.3333333333333335,31.666666666666668,12.5,5.666666666666667,17.833333333333332,221.33333333333334,1522.0,6,22.0
33,30.5,3792.0,3416.0,11069730.0,93725413.0,287019.0,897163.0,13814246.0,41606502.0,0.0,0.0,6.0,252.0,80.0,62.0,0.0,1480.0,17.0,60.0,193.0,834.0,200.0,113.0,74.0,383.0,745.0,1501.0,5582.0,47246.0,5159.0,3046.0,7719.0,12836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
34,18.0,2159133.1666666665,2904048.6666666665,73608889.66666667,17319474.666666668,879440.6666666666,534025.5,24527104.0,362989979.6666667,0.0,0.0,87.33333333333333,1.5,15.0,35.666666666666664,0.0,1423.1666666666667,37.5,45.833333333333336,1157.1666666666667,279.8333333333333,88.83333333333333,155.66666666666666,97.5,752.5,3102.6666666666665,2221.5,51914.666666666664,16080.5,5011.5,6012.833333333333,10187.833333333334,40401.5,5.166666666666667,0.0,15.333333333333334,4.0,5.833333333333333,90.16666666666667,76.5,602.3333333333334,6,17.25
36,79.0,362977.6666666667,29333.0,39476889.666666664,12187752.166666666,2328906.8333333335,4877178.166666667,26943032.166666668,613481008.1666666,0.0,1.6666666666666667,118.33333333333333,19.666666666666668,19.666666666666668,51.833333333333336,3.0,2928.0,11.666666666666666,43.333333333333336,812.3333333333334,433.0,131.5,172.16666666666666,110.0,660.6666666666666,718.1666666666666,2071.0,37887.166666666664,26398.666666666668,6162.666666666667,4861.833333333333,11132.666666666666,44294.5,2.6666666666666665,0.0,34.333333333333336,10.333333333333334,1.1666666666666667,20.5,42.666666666666664,762.6666666666666,6,21.25
37,19.0,6546.5,14544553.75,19712800.75,8165453.0,843349.5,2324930.25,5502786.5,89850649.0,2.25,137.25,13.25,4.25,38.5,19.0,2.75,2444.0,22.0,308.0,732.75,368.75,166.25,141.25,116.5,364.25,1583.0,26751.25,49471.75,27918.75,13585.5,7589.5,16790.75,43526.25,0.0,51.5,4.0,15.5,23.0,38.75,76.5,590.25,4,11.0
38,41.5,1552398.3333333333,264371.5,111883985.83333333,2132561.0,1370560.5,2772001.5,55052875.833333336,832682387.8333334,0.3333333333333333,2.3333333333333335,259.3333333333333,1.6666666666666667,68.66666666666667,13.333333333333334,404.6666666666667,2370.1666666666665,25.833333333333332,21.0,700.3333333333334,99.83333333333333,96.66666666666667,72.66666666666667,77.0,382.8333333333333,2343.3333333333335,1037.0,26278.5,5317.833333333333,5491.166666666667,4018.5,9148.333333333334,29042.166666666668,15.833333333333334,0.0,15.666666666666666,0.8333333333333334,6.0,3.5,158.16666666666666,552.6666666666666,6,17.5
39,41.0,54287.0,123421.0,54485920.0,25311604.833333332,7046383.0,897945.0,90704561.16666667,107099214.33333333,0.0,22.333333333333332,67.5,5.666666666666667,197.16666666666666,30.166666666666668,0.16666666666666666,3135.3333333333335,45.166666666666664,125.16666666666667,1272.3333333333333,415.1666666666667,316.8333333333333,185.16666666666666,131.66666666666666,973.0,1740.5,5712.833333333333,39863.666666666664,20616.666666666668,19167.0,4342.333333333333,12599.333333333334,47192.333333333336,4.666666666666667,5.833333333333333,36.166666666666664,15.666666666666666,25.5,23.833333333333332,139.33333333333334,1178.5,6,14.5
41,98.0,104797.2,1378401.8,51351514.0,7576127.0,1955420.4,360007.4,23763104.2,319233501.6,0.0,3.0,77.0,0.0,41.0,54.4,0.8,3912.4,40.6,122.4,1488.0,544.2,194.0,230.0,155.8,1004.6,2193.8,4088.8,58283.0,20749.2,5872.2,6496.2,12110.8,55331.6,40.8,2.4,72.0,2.4,0.0,0.0,231.8,813.2,5,21.75
42,22.5,1716745.3333333333,131344.5,140177143.5,29610822.666666668,1147699.6666666667,371800.0,254304678.0,244604486.83333334,0.0,0.3333333333333333,23.333333333333332,3.0,15.833333333333334,25.666666666666668,0.6666666666666666,2334.3333333333335,69.66666666666667,124.33333333333333,1281.5,493.1666666666667,119.16666666666667,121.83333333333333,173.0,517.6666666666666,2560.0,3957.5,33382.0,15681.833333333334,3965.0,3635.3333333333335,11819.833333333334,15599.166666666666,90.33333333333333,21.666666666666668,0.16666666666666666,0.0,0.0,0.0,1316.3333333333333,1115.3333333333333,6,15.0
44,50.0,275366.1666666667,23653.666666666668,43390505.333333336,13267901.666666666,60358.666666666664,1191101.5,131553726.0,127910470.0,3.1666666666666665,1.6666666666666667,503.0,9.833333333333334,79.33333333333333,55.333333333333336,130.0,3729.6666666666665,56.333333333333336,70.33333333333333,1239.8333333333333,520.3333333333334,284.8333333333333,164.0,1033.6666666666667,807.8333333333334,9296.833333333334,9135.166666666666,150816.33333333334,71647.66666666667,35411.0,16729.666666666668,70401.83333333333,134156.83333333334,18.5,9.833333333333334,27.666666666666668,4.5,46.666666666666664,20.0,649.3333333333334,1928.8333333333333,6,21.0
45,46.0,449722.6666666667,97239.66666666667,65943384.0,15939568.0,892933.3333333334,57756.0,41443649.0,1702187323.0,0.0,0.0,97.66666666666667,4.0,177.66666666666666,1.3333333333333333,27.333333333333332,2086.6666666666665,52.666666666666664,23.0,1207.6666666666667,279.0,77.0,53.0,298.0,1152.6666666666667,3092.6666666666665,997.0,42892.666666666664,13233.0,4163.666666666667,1182.3333333333333,6613.333333333333,26895.666666666668,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3,8.0
46,12.0,2138590.75,5256.0,141615666.5,21592365.75,2461257.5,435110.5,47199706.5,61558567.25,0.0,9.5,194.5,16.5,167.0,47.0,15.75,1058.0,76.0,52.25,1175.25,515.75,393.25,253.75,178.25,530.25,4161.25,3368.5,41340.25,19812.25,46011.25,17957.5,50461.5,34441.0,0.0,0.0,0.75,0.0,77.5,0.0,18.75,27.25,4,11.5
47,28.0,531838.6666666666,37559.666666666664,44576819.833333336,10312662.0,1209887190.5,132129.5,99352630.0,373544105.1666667,23.666666666666668,7.333333333333333,199.0,38.833333333333336,65.16666666666667,43.833333333333336,43.5,1820.0,60.666666666666664,107.0,1358.8333333333333,260.8333333333333,351.3333333333333,90.66666666666667,220.83333333333334,629.8333333333334,5656.166666666667,5418.5,68784.83333333333,20953.833333333332,21923.0,4567.0,25448.166666666668,59204.666666666664,27.0,5.5,86.0,10.666666666666666,31.833333333333332,21.666666666666668,150.66666666666666,842.3333333333334,6,12.75
48,71.5,109914.2,719534.6,143903186.2,11168360.0,9925562.2,236397.6,57260741.2,789509737.4,0.4,0.0,237.4,2.6,44.2,105.2,0.0,2158.8,11.4,61.2,876.6,261.8,165.2,117.8,119.0,770.2,1183.0,3325.8,43057.2,14280.2,9128.6,7251.0,16298.8,40907.2,20.4,1.8,28.2,0.0,8.8,1.4,247.4,1135.2,5,17.0
49,30.5,359211.0,626849.8333333334,23863939.666666668,12247748.333333334,989407.5,264304.0,35581348.333333336,81656705.66666667,10.166666666666666,2.6666666666666665,94.16666666666667,3.5,124.5,55.5,36.166666666666664,2782.3333333333335,43.666666666666664,142.83333333333334,1196.1666666666667,424.6666666666667,221.83333333333334,209.5,189.33333333333334,750.5,2678.3333333333335,6694.5,55514.833333333336,23096.833333333332,11764.833333333334,6712.333333333333,18296.333333333332,50463.666666666664,37.833333333333336,29.166666666666668,10.333333333333334,5.333333333333333,224.83333333333334,22.5,1142.3333333333333,548.5,6,16.25
51,8.5,647376.0,25815.166666666668,27288458.166666668,11066327.666666666,304445.5,1780827.3333333333,23633218.666666668,135511143.33333334,14.333333333333334,2.0,163.0,15.0,79.16666666666667,14.333333333333334,89.83333333333333,2054.0,64.16666666666667,85.0,1409.6666666666667,437.3333333333333,295.5,179.33333333333334,193.5,878.6666666666666,2174.0,2613.6666666666665,43934.0,12731.0,8622.333333333334,5200.166666666667,10843.833333333334,46621.166666666664,2.5,2.0,31.833333333333332,5.333333333333333,0.0,0.0,27.666666666666668,466.0,6,10.5
52,36.0,745338.0,76914.16666666667,39200479.5,11024002.666666666,696090.8333333334,6609386.166666667,10509557.666666666,207343950.66666666,0.0,3.1666666666666665,87.0,9.833333333333334,42.333333333333336,33.166666666666664,4.0,3153.0,21.5,124.5,890.8333333333334,260.5,104.33333333333333,65.66666666666667,91.83333333333333,735.8333333333334,607.5,3397.5,20643.0,11770.0,2676.8333333333335,1023.1666666666666,4246.666666666667,20384.5,0.0,0.6666666666666666,3.5,0.0,0.0,0.0,12.166666666666666,103.0,6,21.25
53,70.5,1698860.0,394784.5,51055395.0,15040806.666666666,271995.0,687678.3333333334,58599928.333333336,147719825.66666666,0.3333333333333333,9.333333333333334,112.0,2.0,11.333333333333334,40.833333333333336,0.3333333333333333,1835.8333333333333,8.833333333333334,160.66666666666666,1357.3333333333333,244.16666666666666,103.16666666666667,145.16666666666666,99.66666666666667,721.5,1174.3333333333333,11521.666666666666,73770.5,23363.5,8295.166666666666,9588.833333333334,23067.0,75680.66666666667,3.3333333333333335,6.833333333333333,22.166666666666668,11.333333333333334,7.5,12.0,161.66666666666666,1655.0,6,18.0
54,39.0,721490.6666666666,41950.333333333336,56270247.666666664,4881644.0,2401429.0,958162.8333333334,41471281.833333336,429082014.8333333,4.0,0.0,24.5,0.3333333333333333,18.0,11.0,12.0,1223.5,33.166666666666664,68.0,800.0,159.83333333333334,70.0,66.66666666666667,111.83333333333333,764.3333333333334,2473.6666666666665,3121.1666666666665,42605.833333333336,8647.5,4458.666666666667,3124.1666666666665,9946.666666666666,51807.166666666664,0.0,0.5,26.333333333333332,4.833333333333333,7.0,11.166666666666666,111.83333333333333,994.8333333333334,6,16.75
55,36.5,102200.5,15063443.25,48163674.0,15581635.0,692016.75,45469135.0,1328455.5,203395046.5,13.25,5.0,215.0,2.75,159.75,20.5,0.5,2155.5,51.25,229.0,1063.25,309.25,171.25,42.5,125.75,1259.5,3882.0,15465.75,68323.5,22780.0,12145.5,2399.5,10519.0,82033.0,25.25,125.0,46.0,6.5,8.5,63.25,24.25,726.75,4,16.5
56,71.5,104167.0,2861248.3333333335,53660030.833333336,20738893.0,641273.5,591623.5,116438713.83333333,163869305.0,0.3333333333333333,3.0,75.16666666666667,5.666666666666667,48.166666666666664,31.666666666666668,577.0,1248.5,41.0,160.33333333333334,1124.3333333333333,303.5,132.83333333333334,102.5,149.83333333333334,332.8333333333333,1559.0,5390.833333333333,35764.666666666664,10514.833333333334,4471.833333333333,3296.1666666666665,10817.666666666666,15295.833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,16.0
57,23.0,12749762.5,1393036.0,12079074.0,23935422.0,5320964.5,3524212.5,43321830.0,20360588.0,0.0,0.0,17.0,35.0,169.0,92.5,0.0,605.5,19.5,51.5,664.5,344.5,156.5,396.0,44.0,283.5,2146.5,3314.0,33198.0,32425.5,10460.0,17748.0,12772.5,26483.0,0.0,0.0,10.5,53.5,106.5,324.0,174.5,1006.5,2,7.25
58,48.0,,11678.0,16659226.0,56798719.0,658846.0,21368675.0,,325245693.0,,0.0,0.0,0.0,20.0,0.0,,1429.0,,35.0,287.0,714.0,125.0,551.0,,371.0,,1109.0,8352.0,22159.0,3679.0,8561.0,,16298.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1,4.5
59,40.0,1378693.6666666667,810366.6666666666,39499092.833333336,81812350.83333333,2924021.8333333335,276788.8333333333,207749753.83333334,266649097.0,0.0,0.8333333333333334,63.166666666666664,6.333333333333333,72.16666666666667,23.0,0.3333333333333333,1564.3333333333333,25.166666666666668,103.5,868.6666666666666,269.1666666666667,203.16666666666666,74.66666666666667,108.33333333333333,701.0,1345.0,3164.1666666666665,32898.333333333336,11488.666666666666,7183.166666666667,2080.8333333333335,8872.666666666666,32652.5,0.0,2.5,18.333333333333332,10.666666666666666,8.166666666666666,21.0,146.16666666666666,684.3333333333334,6,15.0
