ID,DUR_Aulaweb,DUR_Blank,DUR_Deeds,DUR_Diagram,DUR_FSM,DUR_Other,DUR_Properties,DUR_Study,DUR_TextEditor,KS_Aulaweb,KS_Blank,KS_Deeds
50,0.09155098808489291,0.16596191886312134,0.25485547272381914,-0.3478396175559574,1.4329880210963624,0.21378475242645797,-0.5937403921348005,-0.6896469266828325,0.27399510903019003,-0.2744170283101754,-0.14123197554527833,-0.6838536305099564
51,-0.07681970892965789,-0.20616762599307156,0.058717450275929346,-0.3494089467647181,-0.34393409557840576,-0.26108421933714393,-0.44691361720316525,-0.15872188573456203,-0.22598550694688183,5.0117215170332035,-0.04830649816300642,-0.5454350643344472
52,-0.20713765181374078,-0.2104782207794168,-0.07768636473646914,-0.34812663849785014,-0.3736722231238348,-0.20910175925966054,4.606900309430891,-0.6647040859370645,-0.21385692133148165,-0.2744170283101754,-0.14123197554527833,0.5273088235257495
53,-0.20713765181374078,-0.18724456777514648,-0.3704994141802321,-0.2096615454810133,-0.20181347845010697,-0.26100489788218867,-0.3345099095773333,1.4688032196460958,-0.22418204462478317,-0.2744170283101754,-0.14123197554527833,-0.33780721507118333
54,-0.08517595366774143,-0.21105495506662494,0.004415126006886576,-0.3520377209207595,-0.43749322029243615,-0.1361582158795844,-0.41776075204019075,-0.24941970989757248,-0.21032553467330317,-0.2744170283101754,-0.14123197554527833,-0.09557472426404214
56,-0.19901045882918064,-0.20958685394373922,-0.387012510018102,-0.3515939640331469,-0.729793191412892,-0.22171250969023368,-0.5181887548021722,2.3128072059576343,-0.22789975074810048,-0.2744170283101754,-0.032818918599294436,-0.6838536305099564
57,0.7117910636149084,-0.04034798830093255,-0.1164443041361529,-0.001278995198339366,0.8485904888212762,-0.2515519190201585,-0.0652134318318007,-0.009574748837131355,-0.19642097637665926,-0.2744170283101754,-0.14123197554527833,0.49270418198187216
59,-0.1333881044461888,-0.21087293826561843,0.027960491061426045,-0.29863269099924544,0.020589233706323925,-0.0025669267141534753,-0.6223743901021154,0.08965677725442096,0.5095715554856755,-0.2744170283101754,-0.14123197554527833,-0.2685979319834287
60,-0.20312607486302947,-0.21088705285234516,0.14506989224128433,-0.35259065832352354,0.3768052265086224,-0.09119142742836572,-0.6917203587300168,-0.41087331117728515,-0.11717317996877788,-0.2744170283101754,-0.14123197554527833,-0.6838536305099564
61,-0.16303697280362067,-0.1782231376171004,-0.31253066674938507,-0.21489545677435196,0.3130442173280188,-0.24225525008406965,0.06200135622857895,-0.39927371824052443,-0.21200529715860522,0.24553102533015694,-0.14123197554527833,-0.19938864889567406
63,-0.17056786003526195,-0.1861976336466329,-0.3192135492222322,-0.07921671803851724,-0.2624407050227007,-0.22910872988495298,-0.5951220021025477,-0.0297122108223274,-0.11343087859775891,0.9387950968506001,0.044618979219265484,-0.2685979319834287
64,7.077947101473863,0.13665445235149448,-0.4050287289071479,-0.3547413456361573,0.8686140360178486,-0.21517109482185595,-0.4074558478395057,-0.454940773932998,-0.032980100035562857,-0.2744170283101754,-0.12574439598156634,-0.6838536305099564
65,-0.15289487395955742,1.4521617348823916,-0.3523128959741769,-0.26385785274429446,-0.46997295094721575,-0.1956770307222081,-0.6524115879122775,-0.6340543794937773,-0.10067030081852896,1.8053751862511538,-0.14123197554527833,0.5619134650696268
66,-0.20704092826017612,-0.21059856297320434,-0.39626140179542574,-0.3451264254758299,-0.5629761761032698,-0.2614876311484974,-0.41458647224588463,-0.2821972157114844,-0.23590459228302957,-0.18775901937012,9.066134075081496,-0.5108304227905699
67,-0.2044132116598508,-0.2101208148963885,-0.3793904873786514,0.11227915210305198,-0.4908303740991955,-0.25636435946890823,-0.27492881419531323,0.11267257987335126,-0.0926306485306515,-0.2744170283101754,-0.13348818576342233,-0.6838536305099564
68,-0.14740811866861933,-0.21104120868650847,1.019527433040237,0.198583535399404,0.513829616338631,-0.25121025351785853,0.45380446683752207,-0.05459843070162951,-0.17466841292702692,-0.2744170283101754,-0.14123197554527833,-0.5454350643344472
69,0.0535290096305592,-0.01756802720827421,0.5875121494027601,-0.34744341609891327,-0.13759989585159466,-0.23186266192841487,-0.6615389916881014,0.671034857564611,0.052384201762390746,-0.2744170283101754,-0.14123197554527833,-0.4070164981589379
70,-0.19532188232951256,-0.19611116705357706,0.6674226693654296,7.275589958344677,-0.21219522344755218,-0.24800624998365778,0.8188107074037769,-0.18950553960003552,-0.07298103196526759,-0.10110101043006461,-0.11800060619971035,-0.2339932904395514
72,-0.20708979455623933,-0.21123206244616127,-0.3695193024206243,-0.3349250821361843,-0.7659866506693593,-0.0052157578297996185,3.1625593971554493,-0.7589083566181792,-0.11876191095177023,-0.2744170283101754,-0.14123197554527833,-0.2685979319834287
73,-0.20713765181374078,8.770541077687014,-0.3073999544810785,-0.3535260089223976,-0.42458003144560563,-0.23222769615347374,0.012829421417792579,-0.875412924440118,-0.19292971395297764,-0.2744170283101754,-0.13348818576342233,-0.13017936580791944
74,0.05172744335268896,0.27090068005245005,0.16174046150617957,-0.26566298935433574,-0.61990629063705,-0.2377322162967082,1.7992070777328815,-0.701279756647808,-0.22439211513962065,-0.2744170283101754,-0.11800060619971035,-0.44162113970281525
75,-0.20234053834268592,-0.21088398446392628,-0.2598378729150889,-0.18874672339559978,0.3929811543365744,-0.22978506193764517,-0.40414691540312864,1.2591020646821662,-0.2159367414469076,-0.2744170283101754,-0.14123197554527833,0.07744848345534443
76,-0.20572452934506327,-0.1445273233565945,-0.39478915588680374,-0.29380651827924265,-0.5320845117236869,-0.2604364663380754,-0.6762912681207319,-0.48844531725464924,-0.1433399767411333,-0.2744170283101754,-0.14123197554527833,0.3196809742624856
78,-0.20608219747812181,-0.21110319013256934,-0.38223652861444446,-0.32754751835721907,-0.1622219320858461,-0.23940908740768918,-0.4913205813561931,-0.4840718999437509,-0.22272737795995234,-0.2744170283101754,-0.025075128817438442,2.119122334544106
79,-0.20636634994453656,-0.20987994640550833,0.016160672276180982,-0.16540741853043328,4.317712408038169,-0.2268555728504955,-0.3810064043395448,1.1492710344420922,-0.21746249809651444,-0.2744170283101754,-0.14123197554527833,-0.5454350643344472
80,-0.20691011361806,-0.15501924798049296,-0.37340471577808065,-0.33449483211642544,0.06424770213424817,-0.25561496613491164,1.6722732421261057,1.5207656457947418,-0.23047340541299516,-0.2744170283101754,-0.14123197554527833,-0.6146443474222018
81,-0.20605880940574348,-0.21015904701608745,-0.36946835513541026,2.2718908462780947,-0.26804474233487,2.9829088764317144,-0.6340089181239253,1.9601706308657756,-0.1256285749437935,-0.2744170283101754,-0.13348818576342233,-0.33780721507118333
82,-0.20688539217329646,-0.21086520592680288,-0.37756469818778626,-0.3540510884102132,0.09483911380714025,-0.20041341589355952,-0.6865515721846973,-0.5164578963495449,-0.23252593452239048,-0.10110101043006461,-0.0715378675085744,-0.2685979319834287
83,-0.19703090535643122,-0.20823983142786157,-0.3276040564365552,-0.21577452875716863,-0.15662336819096317,-0.25514852487332174,-0.565905077507533,-0.4618933986236972,-0.22048693321272336,-0.2744170283101754,-0.14123197554527833,0.008239200367589806
85,-0.2025525445519336,-0.21085894641442843,0.31988926664573913,-0.048843993131576516,-0.2922529848949653,-0.25808069689203605,-0.36283525755390955,-0.4876849627739489,-0.22115499178535478,-0.2744170283101754,-0.14123197554527833,0.6311227481573815
86,-0.2070903351126117,-0.2018350001778789,0.23287510376380421,-0.1321622330599226,-0.6623426764134851,-0.26105548475125573,-0.6110774879560467,-0.4583942870360529,-0.2328412034589666,-0.2744170283101754,-0.14123197554527833,0.42349489889411757
87,-0.20713314717730427,-0.1990730823942985,-0.3787265100555002,-0.35395457058367474,-0.24240236795388645,-0.25250848133062653,-0.5920839373754843,-0.6330467758993995,-0.23066339252828164,-0.2744170283101754,0.5866842639491849,-0.13017936580791944
88,-0.20560704842679922,-0.20508810557954973,-0.3084232942402618,-0.33963166279706514,-0.6852707315889165,-0.25551608649768065,-0.5700906725038912,-0.6464736359197937,-0.2352293757626246,-0.10110101043006461,-0.14123197554527833,0.14665776654309906
89,-0.20713765181374078,-0.21021777597042435,8.471730538773574,-0.2161853626543877,5.924864798751977,1.511476289946039,-0.6869901875419918,-0.875412924440118,-0.1633282302113452,-0.2744170283101754,-0.14123197554527833,0.2850763327186083
90,0.545490661469484,-0.21109189846318796,-0.3853933601658674,-0.35463075815560446,-0.3048153127208644,-0.108274313712704,-0.3034818501310032,-0.8361969985427894,-0.17384121948377435,-0.2744170283101754,-0.14123197554527833,-0.06097008272016482
91,-0.20713765181374078,0.3839998202417255,0.1879968396769587,-0.3400489687351308,0.5212676210999382,0.8055381652039332,-0.5983231272020768,-0.875412924440118,0.11024552579581837,-0.2744170283101754,-0.14123197554527833,0.2850763327186083
92,-0.20713765181374078,-0.21125980067746775,1.4768813311651965,-0.20083002365620498,0.5732393452864958,-0.2543096227210374,-0.5664185472344176,-0.13545180885738572,0.87519112834432,-0.2744170283101754,-0.14123197554527833,0.07744848345534443
93,-0.20627463554668932,-0.21118118856617665,-0.36177020846374003,-0.3546023374544955,2.275461876579743,-0.1138615381376492,-0.5552926596253251,-0.5782525469523762,-0.22190910889558893,-0.2744170283101754,-0.14123197554527833,0.9771691635961546
94,-0.19665410152779042,-0.20136099553493408,-0.24164838575301892,-0.27732279302910895,-0.5176694970287999,-0.20088351216336797,-0.6714623800695854,1.5384285180935768,-0.13026095186813935,-0.2744170283101754,-0.14123197554527833,0.008239200367589806
95,-0.2070605324379478,-0.1981323758728457,0.05846378267402432,3.4870863007114554,-0.08246490913170357,-0.23602610511997904,-0.14161786923087843,0.9271876574558038,-0.18494002541749788,-0.2744170283101754,-0.11800060619971035,-0.3724118566150606
96,-0.20668041319688973,-0.21074118166691275,-0.3894445600271905,-0.3537623791098387,-0.36288605081676906,-0.2601856316783124,2.0952531266499954,-0.3648623516701196,-0.2363866222486576,-0.2744170283101754,-0.14123197554527833,-0.6838536305099564
97,-0.1987267388078638,-0.2111829682314596,0.0819186539492325,-0.34495505708993507,-0.4895971649386451,-0.24565413554583698,-0.6486198660978422,-0.85433230431904,-0.2378531147796317,-0.2744170283101754,-0.14123197554527833,7.171399999950194
98,-0.20713765181374078,-0.2110834910789203,-0.30041744496721706,2.3125904158384887,-0.1145633738493432,-0.18224899712413253,0.6589389606362339,-0.6193420179482698,0.09201467265078357,-0.2744170283101754,0.08333792812854544,1.1155877297716639
99,-0.2025534815163124,7.674039435558145e-05,0.1336428555732583,-0.3430435538955453,0.11272628808132812,-0.023279236159489392,-0.4324982564530161,1.0076068057297143,-0.09392101581943087,4.925063508093149,-0.14123197554527833,1.2886109374910504
102,-0.20713765181374078,-0.21065090967963002,-0.10154358893080384,-0.3546448278096188,0.012650249889003243,-0.258335303209216,0.7686770288804773,-0.7401106186821774,-0.22130014418316948,-0.2744170283101754,-0.14123197554527833,-0.2685979319834287
104,-0.20708965040787336,-0.04095111072854283,-0.322334040752034,0.7270062544018846,-0.7690304529590253,-0.24414687236942215,-0.4049903409185479,-0.265218920267086,-0.22368032143515174,-0.2744170283101754,-0.14123197554527833,0.5619134650696268
