ID,DUR_Aulaweb,DUR_Blank,DUR_Deeds,DUR_Diagram,DUR_Other,DUR_Properties,DUR_Study,DUR_TextEditor,KS_Aulaweb,KS_Blank,KS_Deeds,KS_Diagram,KS_Other,KS_Properties,KS_Study,KS_TextEditor,MCL_Aulaweb,MCL_Blank,MCL_Deeds,MCL_Diagram,MCL_Other,MCL_Properties,MCL_Study,MCL_TextEditor,MCR_Blank,MCR_Deeds,MCR_Diagram,MCR_Other,MCR_TextEditor,MM_Aulaweb,MM_Blank,MM_Deeds,MM_Diagram,MM_Other,MM_Properties,MM_Study,MM_TextEditor,MW_Aulaweb,MW_Blank,MW_Deeds,MW_Diagram,MW_Other,MW_Study,MW_TextEditor,MWC_Aulaweb,MWC_Study,MWC_TextEditor
12,218.0,34527454.0,28673360.0,32108279.0,29617.0,1389.0,120429674.0,602471394.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,3994.0,7.0,59.0,1138.0,302.0,88.0,17.0,76.0,1201.0,42.0,300.0,16.0,0.0,0.0,133.0,1607.0,28871.0,10362.0,1568.0,382.0,1922.0,31352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,17759.0,90368.0,75235586.0,14959784.0,239980.0,218.0,10634355.0,813185128.0,0.0,0.0,374.0,51.0,34.0,0.0,0.0,2539.0,6.0,46.0,1370.0,299.0,134.0,16.0,62.0,1557.0,0.0,0.0,0.0,2.0,0.0,541.0,2542.0,74995.0,19234.0,6469.0,594.0,6887.0,106266.0,2.0,4.0,47.0,0.0,13.0,79.0,5753.0,0.0,0.0,0.0
15,1045.0,71627.0,48876184.0,5006666.0,95854.0,187.0,9172233.0,1378461206.0,6.0,16.0,88.0,0.0,0.0,0.0,0.0,4548.0,39.0,216.0,1260.0,416.0,117.0,15.0,161.0,2056.0,2.0,332.0,6.0,0.0,50.0,1865.0,8419.0,69768.0,20150.0,8099.0,591.0,10118.0,117841.0,0.0,1.0,53.0,0.0,37.0,208.0,2741.0,0.0,0.0,0.0
16,14849.0,101663.0,65136128.0,54957.0,447665.0,0.0,2973982.0,516149126.0,4.0,12.0,680.0,0.0,138.0,0.0,126.0,5174.0,28.0,19.0,1269.0,82.0,227.0,1.0,93.0,2517.0,0.0,8.0,0.0,20.0,28.0,1232.0,635.0,40105.0,2094.0,5916.0,39.0,3125.0,102644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,27789.0,17873.0,166604068.0,1396546.0,1352593.0,2279.0,16769552.0,2055107346.0,0.0,5.0,106.0,2.0,38.0,0.0,0.0,5970.0,4.0,39.0,1178.0,34.0,82.0,18.0,79.0,938.0,16.0,278.0,0.0,6.0,0.0,210.0,1263.0,32709.0,775.0,2853.0,428.0,1845.0,26236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,64.0,90362.0,111824597.0,2089894.0,169812.0,24281.0,26435386.0,729544906.0,0.0,46.0,153.0,0.0,131.0,0.0,0.0,5364.0,18.0,61.0,1363.0,213.0,164.0,16.0,77.0,2227.0,2.0,298.0,0.0,10.0,96.0,850.0,2224.0,57671.0,10196.0,6397.0,449.0,3159.0,84938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,3056.0,62319769.0,119687.0,1473130.0,952.0,0.0,1614046426.0,0.0,0.0,58.0,0.0,8.0,0.0,0.0,3001.0,0.0,11.0,1224.0,227.0,173.0,16.0,0.0,3284.0,4.0,254.0,0.0,0.0,74.0,0.0,454.0,85241.0,5277.0,8335.0,720.0,0.0,258129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,4361950.0,35870720.0,5469975.0,2197435.0,608.0,0.0,405328667.0,0.0,18.0,973.0,13.0,338.0,0.0,0.0,4192.0,0.0,51.0,1243.0,438.0,423.0,11.0,0.0,1728.0,31.0,12.0,4.0,10.0,9.0,0.0,2683.0,44786.0,11975.0,10133.0,346.0,0.0,73001.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
23,3804342.0,14265.0,307184074.0,101952.0,2501024.0,0.0,41617587.0,584136942.0,47.0,0.0,38.0,0.0,98.0,0.0,0.0,3522.0,68.0,17.0,946.0,30.0,145.0,4.0,76.0,554.0,2.0,280.0,0.0,0.0,2.0,6201.0,454.0,47355.0,1244.0,6259.0,40.0,3850.0,27991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2331.0,679969.0,52080648.0,1141.0,675176.0,203.0,61576924.0,1139109704.0,0.0,0.0,30.0,0.0,14.0,0.0,0.0,4344.0,13.0,154.0,1324.0,64.0,44.0,11.0,87.0,1779.0,44.0,272.0,0.0,0.0,4.0,1512.0,9221.0,85090.0,3879.0,4137.0,621.0,8509.0,102641.0,28.0,25.0,36.0,0.0,5.0,54.0,1750.0,0.0,0.0,2.0
25,5031.0,776657.0,47463767.0,760265.0,608421.0,4187.0,8208122.0,345150059.0,0.0,6.0,64.0,0.0,18.0,0.0,0.0,4251.0,17.0,275.0,830.0,191.0,136.0,4.0,48.0,2967.0,194.0,182.0,2.0,8.0,136.0,1053.0,15173.0,52656.0,6582.0,5518.0,237.0,3538.0,174924.0,0.0,4.0,150.0,0.0,0.0,111.0,3383.0,0.0,0.0,0.0
27,3266009.0,8374.0,67681362.0,4015376.0,33230.0,0.0,21644085.0,893505861.0,0.0,0.0,1826.0,180.0,50.0,6.0,28.0,5157.0,7.0,41.0,1545.0,210.0,82.0,21.0,41.0,2209.0,0.0,2.0,0.0,2.0,0.0,628.0,1801.0,69336.0,12730.0,2720.0,839.0,2720.0,65246.0,183.0,0.0,451.0,15.0,0.0,1687.0,4355.0,0.0,0.0,0.0
28,1614.0,856.0,140944096.0,8122685.0,82001.0,156.0,15075153.0,1183346472.0,0.0,2.0,26.0,0.0,94.0,0.0,131.0,6369.0,31.0,62.0,1117.0,474.0,122.0,8.0,101.0,1291.0,3.0,304.0,4.0,4.0,1.0,1573.0,2328.0,49611.0,21320.0,5354.0,284.0,6941.0,76943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1657.0,7484.0,70530452.0,446397.0,4064.0,63.0,419793180.0,384797147.0,0.0,0.0,20.0,0.0,31.0,0.0,0.0,3762.0,15.0,46.0,2289.0,326.0,151.0,34.0,132.0,1688.0,0.0,386.0,0.0,0.0,36.0,816.0,2548.0,126702.0,15323.0,7384.0,1242.0,19560.0,95806.0,0.0,0.0,211.0,24.0,2.0,199.0,3065.0,0.0,0.0,0.0
30,2070724.0,28187.0,115362090.0,32425.0,789332.0,2480.0,6122788.0,1267209338.0,2.0,0.0,836.0,0.0,61.0,0.0,153.0,3431.0,90.0,77.0,1623.0,40.0,283.0,30.0,205.0,1801.0,2.0,8.0,0.0,18.0,16.0,3983.0,1917.0,64905.0,1327.0,10017.0,762.0,8697.0,76127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,19095.0,36119.0,574166419.0,133852.0,1719140.0,359.0,374917527.0,82609545.0,0.0,0.0,18.0,0.0,423.0,0.0,87.0,1141.0,33.0,89.0,1667.0,47.0,225.0,24.0,115.0,1296.0,0.0,392.0,0.0,0.0,46.0,687.0,2288.0,51739.0,1204.0,3939.0,598.0,3678.0,35815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,20650.0,98761.0,53719887.0,3049920.0,102465.0,2094.0,2925895.0,1268833982.0,0.0,0.0,88.0,0.0,62.0,0.0,0.0,3266.0,38.0,52.0,1666.0,380.0,193.0,13.0,153.0,1387.0,0.0,382.0,34.0,24.0,0.0,2150.0,2578.0,71306.0,21512.0,8105.0,405.0,8710.0,104549.0,5.0,6.0,90.0,17.0,0.0,138.0,5260.0,0.0,0.0,0.0
34,19705.0,1888.0,106391675.0,37593.0,342205.0,47.0,21148937.0,967673631.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,3081.0,28.0,33.0,1690.0,108.0,76.0,37.0,89.0,2356.0,0.0,392.0,0.0,2.0,2.0,2030.0,1759.0,93496.0,4951.0,4232.0,1251.0,6476.0,90032.0,3.0,0.0,73.0,0.0,5.0,66.0,2091.0,0.0,0.0,0.0
35,106831.0,586805.0,13584610.0,159162.0,680099.0,0.0,3945983.0,6229490442.0,0.0,0.0,14.0,0.0,46.0,0.0,53.0,2852.0,12.0,31.0,930.0,50.0,58.0,10.0,89.0,1182.0,2.0,138.0,0.0,12.0,10.0,660.0,1141.0,34694.0,2084.0,3897.0,319.0,4715.0,50268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,925.0,99651488.0,23612900.0,404996.0,27989.0,661254.0,2307697445.0,0.0,0.0,109.0,28.0,0.0,14.0,0.0,4618.0,0.0,46.0,1178.0,371.0,98.0,3.0,71.0,1667.0,2.0,310.0,0.0,0.0,0.0,0.0,2067.0,77115.0,32712.0,4742.0,667.0,9334.0,99315.0,0.0,0.0,106.0,10.0,4.0,72.0,2160.0,0.0,0.0,0.0
38,35036.0,1.0,417295108.0,57929.0,157195.0,0.0,14857180.0,3427109916.0,0.0,2.0,1036.0,0.0,46.0,0.0,0.0,6333.0,28.0,11.0,888.0,51.0,89.0,5.0,64.0,794.0,0.0,286.0,0.0,4.0,0.0,1395.0,490.0,43802.0,2364.0,5056.0,135.0,4935.0,46569.0,6.0,0.0,37.0,0.0,0.0,78.0,1271.0,0.0,0.0,0.0
39,3679.0,30713.0,16494982.0,25286.0,29236750.0,1766.0,3694232.0,220281768.0,0.0,108.0,82.0,0.0,372.0,28.0,1.0,6286.0,13.0,96.0,1292.0,63.0,442.0,69.0,30.0,3015.0,79.0,224.0,0.0,12.0,57.0,733.0,5038.0,58748.0,1839.0,47053.0,1358.0,1801.0,125571.0,0.0,2.0,52.0,0.0,24.0,78.0,3726.0,0.0,4.0,6.0
41,69579.0,102711.0,129964667.0,3073265.0,2659741.0,11154.0,14087164.0,1352465482.0,0.0,0.0,54.0,0.0,114.0,0.0,0.0,5625.0,48.0,61.0,1357.0,329.0,483.0,8.0,70.0,2058.0,0.0,338.0,16.0,4.0,48.0,3097.0,2233.0,64408.0,14070.0,9051.0,295.0,3290.0,81889.0,0.0,0.0,166.0,0.0,0.0,0.0,1036.0,0.0,0.0,0.0
42,15488.0,8050.0,445206320.0,57641.0,8255.0,589.0,1189803094.0,570130608.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,4058.0,40.0,55.0,1148.0,60.0,36.0,29.0,84.0,1130.0,0.0,284.0,0.0,0.0,38.0,1144.0,1971.0,34121.0,2078.0,1303.0,773.0,7116.0,21727.0,21.0,68.0,1.0,0.0,0.0,2863.0,2234.0,0.0,0.0,0.0
43,4350.0,966.0,453522208.0,199096.0,634266.0,2308.0,238420958.0,1813147398.0,0.0,2.0,781.0,16.0,142.0,0.0,0.0,4911.0,13.0,8.0,1024.0,52.0,206.0,6.0,47.0,428.0,0.0,6.0,0.0,4.0,0.0,1669.0,973.0,85342.0,4163.0,12367.0,588.0,8159.0,31194.0,0.0,0.0,100.0,0.0,1.0,141.0,1626.0,0.0,0.0,0.0
44,1172962.0,121142.0,83303024.0,1098885.0,9541.0,313.0,18678027.0,633195778.0,4.0,0.0,801.0,6.0,66.0,0.0,136.0,3888.0,88.0,86.0,1508.0,351.0,260.0,6.0,830.0,1513.0,0.0,8.0,0.0,10.0,0.0,13197.0,16344.0,222659.0,52937.0,33378.0,850.0,47792.0,314728.0,9.0,14.0,94.0,10.0,8.0,479.0,5613.0,0.0,0.0,0.0
45,363922.0,172586.0,141832741.0,3084.0,72596.0,0.0,97187119.0,4824956514.0,0.0,0.0,54.0,0.0,84.0,0.0,42.0,2251.0,6.0,3.0,1592.0,18.0,34.0,2.0,126.0,2201.0,0.0,4.0,0.0,0.0,24.0,584.0,266.0,56591.0,570.0,2675.0,4.0,2834.0,39930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2015.0,47185.0,35790005.0,10052.0,2440248.0,94.0,33535115.0,1693799258.0,0.0,0.0,453.0,12.0,47.0,0.0,6.0,4480.0,35.0,111.0,1301.0,37.0,301.0,17.0,117.0,1501.0,19.0,248.0,0.0,40.0,7.0,2380.0,6291.0,69828.0,1836.0,14992.0,593.0,8810.0,132002.0,3.0,28.0,355.0,0.0,26.0,296.0,2875.0,3.0,0.0,0.0
48,2204.0,12111.0,186179743.0,29962.0,2729018.0,0.0,5467223.0,2538125789.0,2.0,0.0,665.0,0.0,78.0,0.0,0.0,3344.0,14.0,46.0,1264.0,50.0,193.0,3.0,64.0,2152.0,0.0,56.0,0.0,6.0,16.0,988.0,3397.0,76396.0,2524.0,9048.0,97.0,8172.0,72909.0,21.0,0.0,128.0,0.0,0.0,377.0,3020.0,0.0,0.0,0.0
49,2061.0,496542.0,26780318.0,14549.0,507456.0,4049.0,8633700.0,193486269.0,1.0,4.0,216.0,0.0,54.0,18.0,0.0,6566.0,23.0,144.0,1905.0,67.0,85.0,35.0,140.0,1814.0,67.0,490.0,0.0,4.0,23.0,955.0,12011.0,108665.0,3055.0,5244.0,1057.0,13445.0,138735.0,37.0,110.0,42.0,0.0,0.0,3398.0,84.0,0.0,0.0,0.0
50,318860.0,46586.0,856293792.0,98536.0,106903.0,7476.0,91261212.0,1044588065.0,41.0,0.0,16.0,0.0,0.0,0.0,44.0,3732.0,20.0,28.0,1007.0,51.0,39.0,9.0,81.0,1197.0,0.0,305.0,0.0,0.0,12.0,935.0,884.0,27695.0,1430.0,1574.0,324.0,3490.0,25012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,14646.0,5378.0,50037807.0,2195.0,91211.0,0.0,1216702.0,534155097.0,25.0,0.0,46.0,0.0,53.0,0.0,0.0,1940.0,18.0,52.0,848.0,30.0,370.0,0.0,96.0,2954.0,0.0,194.0,0.0,38.0,78.0,1851.0,3999.0,81017.0,1365.0,16098.0,106.0,14287.0,197318.0,15.0,6.0,118.0,0.0,0.0,104.0,2727.0,0.0,0.0,10.0
52,2817660.0,171963.0,44555836.0,5013006.0,860110.0,3727.0,9643645.0,909655461.0,0.0,10.0,77.0,14.0,76.0,0.0,24.0,5797.0,33.0,82.0,1415.0,315.0,117.0,33.0,46.0,2073.0,2.0,296.0,0.0,2.0,36.0,967.0,2112.0,35793.0,9004.0,3056.0,597.0,1643.0,41931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,16.0,52102.0,189359404.0,1859640.0,20641.0,77.0,39569164.0,505428842.0,0.0,35.0,92.0,0.0,0.0,0.0,0.0,3604.0,10.0,206.0,1549.0,214.0,128.0,15.0,76.0,2220.0,22.0,344.0,2.0,32.0,2.0,403.0,13313.0,111078.0,17933.0,10789.0,884.0,19696.0,235197.0,0.0,6.0,34.0,0.0,0.0,241.0,6314.0,0.0,0.0,0.0
54,103677.0,19580.0,65602284.0,57741.0,47318.0,47.0,1343923.0,1058198175.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2401.0,26.0,29.0,1253.0,95.0,40.0,13.0,82.0,2020.0,40.0,328.0,2.0,0.0,2.0,1927.0,4857.0,84375.0,5169.0,3662.0,392.0,7841.0,138930.0,0.0,0.0,39.0,0.0,14.0,192.0,3287.0,0.0,0.0,0.0
55,5316.0,2784.0,90576338.0,6274831.0,1996747.0,30.0,482870.0,418535536.0,0.0,2.0,484.0,6.0,150.0,0.0,0.0,2735.0,22.0,159.0,1670.0,311.0,94.0,9.0,141.0,2565.0,50.0,116.0,0.0,0.0,6.0,856.0,6889.0,89328.0,15946.0,3620.0,385.0,5945.0,95347.0,0.0,3.0,152.0,22.0,0.0,0.0,313.0,0.0,0.0,0.0
56,407.0,13889769.0,80498650.0,269967.0,961416.0,15.0,2594135.0,851667784.0,0.0,0.0,16.0,0.0,98.0,0.0,50.0,2917.0,30.0,64.0,1110.0,188.0,58.0,25.0,86.0,813.0,19.0,274.0,4.0,0.0,3.0,694.0,2047.0,36821.0,7492.0,2387.0,485.0,5804.0,35680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,6078826.0,151826.0,33249449.0,5115.0,3624672.0,47.0,7385521.0,1209682296.0,0.0,2.0,22.0,0.0,133.0,0.0,0.0,3226.0,14.0,88.0,959.0,51.0,287.0,13.0,49.0,1586.0,9.0,214.0,0.0,12.0,5.0,1217.0,3259.0,48852.0,1279.0,13231.0,276.0,4306.0,87256.0,0.0,0.0,67.0,0.0,8.0,110.0,2156.0,0.0,0.0,2.0
61,341083.0,315651.0,54847396.0,439.0,3356158.0,236.0,29594511.0,1193587418.0,64.0,0.0,113.0,0.0,164.0,0.0,78.0,6607.0,89.0,136.0,1266.0,24.0,284.0,8.0,333.0,834.0,2.0,194.0,0.0,6.0,2.0,2607.0,2329.0,25779.0,463.0,6117.0,172.0,10471.0,24085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,66678.0,12908.0,34242115.0,52871.0,311144.0,2048.0,13767465.0,1396699777.0,0.0,0.0,28.0,24.0,18.0,0.0,0.0,4410.0,33.0,101.0,1069.0,32.0,90.0,12.0,94.0,2387.0,0.0,216.0,0.0,8.0,0.0,1120.0,2444.0,41403.0,1105.0,3840.0,211.0,4355.0,93210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,11759.0,18239.0,33677494.0,5032084.0,84067660.0,16.0,22786894.0,894828512.0,7.0,6.0,28.0,0.0,338.0,0.0,10.0,2571.0,16.0,66.0,591.0,235.0,283.0,11.0,31.0,912.0,1.0,140.0,2.0,15.0,6.0,1319.0,3072.0,37000.0,10552.0,19511.0,370.0,4038.0,53557.0,0.0,0.0,0.0,0.0,107.0,397.0,2563.0,0.0,0.0,0.0
67,63387.0,0.0,33221937.0,21198551.0,71499.0,344.0,407443606.0,109263874.0,2.0,1.0,61.0,3.0,2.0,0.0,29.0,3979.0,68.0,32.0,1302.0,521.0,75.0,6.0,105.0,2778.0,0.0,320.0,4.0,2.0,22.0,6928.0,2184.0,101698.0,27270.0,7430.0,726.0,17331.0,202114.0,7.0,3.0,148.0,5.0,0.0,241.0,3636.0,16.0,6.0,0.0
68,20936.0,10240.0,29927871.0,45239.0,16176.0,4249.0,70299859.0,152149869.0,0.0,0.0,80.0,0.0,6.0,0.0,73.0,3091.0,47.0,168.0,1495.0,141.0,72.0,27.0,179.0,979.0,64.0,316.0,2.0,6.0,8.0,4085.0,11813.0,113974.0,11282.0,5832.0,1695.0,54054.0,113904.0,8.0,8.0,24.0,0.0,0.0,219.0,1475.0,0.0,0.0,0.0
69,1857163.0,50310.0,428242470.0,44793.0,6797702.0,141.0,24305079.0,568887094.0,2.0,0.0,108.0,0.0,728.0,0.0,28.0,1226.0,146.0,43.0,674.0,17.0,263.0,6.0,192.0,988.0,0.0,4.0,0.0,0.0,16.0,6368.0,937.0,23771.0,568.0,9261.0,144.0,6893.0,34401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,237741.0,42609687.0,9552228.0,487636.0,15.0,9419350.0,646872430.0,0.0,0.0,75.0,0.0,151.0,0.0,0.0,5524.0,4.0,52.0,1477.0,397.0,109.0,23.0,159.0,1434.0,1.0,370.0,8.0,0.0,5.0,35.0,4119.0,63866.0,20482.0,4841.0,632.0,9550.0,84971.0,0.0,8.0,87.0,26.0,0.0,170.0,2498.0,0.0,11.0,14.0
72,58478.0,4823.0,16562571.0,9324.0,79593.0,30.0,1877919.0,451732705.0,0.0,0.0,221.0,47.0,64.0,0.0,0.0,3426.0,2.0,7.0,95.0,0.0,6.0,6.0,0.0,390.0,0.0,18.0,0.0,0.0,6.0,76.0,165.0,5814.0,0.0,566.0,273.0,0.0,15320.0,0.0,0.0,16.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0
73,0.0,22805479.0,3204545.0,1285372.0,201078.0,1999.0,0.0,771609053.0,0.0,4.0,139.0,16.0,131.0,0.0,0.0,4377.0,0.0,168.0,1530.0,228.0,93.0,38.0,0.0,1775.0,10.0,345.0,14.0,7.0,0.0,0.0,29985.0,112725.0,19141.0,10000.0,1851.0,0.0,198348.0,0.0,150.0,67.0,17.0,16.0,0.0,6284.0,0.0,0.0,0.0
74,6521.0,272692.0,47111561.0,77721.0,9262100.0,0.0,541601.0,2082453325.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5112.0,38.0,100.0,1587.0,51.0,92.0,5.0,140.0,1837.0,0.0,300.0,2.0,2.0,38.0,2417.0,5814.0,100668.0,3089.0,4858.0,156.0,11708.0,136019.0,6.0,3.0,106.0,0.0,0.0,266.0,6010.0,0.0,0.0,0.0
75,4203.0,4021.0,98944565.0,9589869.0,514861.0,297.0,6071469.0,1017486921.0,0.0,0.0,52.0,0.0,41.0,0.0,0.0,3813.0,13.0,68.0,1209.0,478.0,198.0,13.0,128.0,2279.0,0.0,312.0,2.0,4.0,76.0,435.0,2368.0,61991.0,23907.0,10461.0,349.0,10725.0,130873.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
76,4389.0,8219.0,6526058.0,557536.0,227993.0,250.0,1598488.0,433683851.0,0.0,34.0,1053.0,27.0,226.0,2.0,16.0,4647.0,56.0,93.0,1741.0,656.0,242.0,32.0,127.0,2793.0,4.0,0.0,0.0,6.0,2.0,3252.0,5214.0,103646.0,26964.0,17346.0,1533.0,14441.0,225555.0,19.0,8.0,108.0,9.0,311.0,162.0,3464.0,0.0,0.0,0.0
78,4642.0,9954.0,67167633.0,75673.0,114836.0,78.0,677581.0,546952146.0,0.0,1.0,818.0,30.0,55.0,0.0,0.0,4625.0,27.0,79.0,1152.0,70.0,246.0,6.0,81.0,2617.0,2.0,0.0,0.0,4.0,54.0,1993.0,3171.0,68514.0,4984.0,12530.0,311.0,6439.0,171600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0
79,10574.0,5201.0,50768023.0,44587799.0,63561.0,2533.0,10380139.0,1373629520.0,2.0,0.0,32.0,6.0,52.0,0.0,0.0,5046.0,16.0,19.0,1155.0,316.0,72.0,10.0,62.0,1922.0,0.0,282.0,4.0,2.0,8.0,282.0,452.0,29793.0,12065.0,1308.0,273.0,3101.0,60081.0,0.0,0.0,61.0,0.0,0.0,123.0,2542.0,0.0,0.0,0.0
